STITCH ID	Drug status	Phase	CGE	OGE	Network	Expression	MolecularWeight	XLogP	HydrogenBondDonorCount	HydrogenBondAcceptorCount	PolarSurfaceArea	FormalCharge	NumRings	RotatableBondCount	Refractivity	Ro5	Ghose	Veber	wQED
CIDs00006037	approved	Phase 4	-1.652404147148578	1.1609999999999998	0.42142309703565706	0.57442359210387	441.39746	1.0003	6.0	12.0	213.28	0.0	4.0	10.0	111.9186	0.0	0.0	0.0	0.203223223704992
CIDs00006041	approved	Phase 4	-2.0966601922051966	1.0276666666666667	0.48977396476778773	0.4482914011457373	167.20502	1.0359	3.0	3.0	52.49	0.0	1.0	3.0	47.0085	1.0	0.0	1.0	0.6300131666931
CIDs00006047	approved	Phase 4	-2.0011615611111444	1.0981999999999996	0.3674616762784231	0.36200926899557384	197.18794	0.7525	4.0	5.0	103.78	0.0	1.0	3.0	49.5472	1.0	0.0	1.0	0.535175646083043
CIDs00006057	approved	Phase 4	-0.44488597249072603	1.294424528301887	0.528853215662406	0.6747372876762997	181.18854	1.0469	3.0	4.0	83.55	0.0	1.0	3.0	47.5242	1.0	0.0	1.0	0.65026804313662
CIDs00006058	approved	Phase 4	-2.112362526262521	0.9575999999999999	0.3337069043211802	0.49171166577544934	77.14868	0.5752	2.0	2.0	64.82	0.0	0.0	1.0	22.3644	1.0	0.0	1.0	0.449342701530827
CIDs00006075	approved	Phase 4	-2.3098261685101953	0.761	0.26094678771240193	0.3406130551709273	310.45638	4.634	0.0	2.0	31.78	0.0	2.0	2.0	101.484	1.0	1.0	1.0	0.809385584549027
CIDs00006081	approved	Phase 4	-2.028735432467424	1.0454999999999999	0.3267236018385641	0.34501781672413767	211.25758	1.7847	2.0	4.0	64.71	0.0	1.0	4.0	57.8752	1.0	0.0	1.0	0.796425838599453
CIDs00006083	approved	Phase 4	-1.3042474241185102	1.2791709401709408	0.45205373375448815	0.6643484316790439	347.221221	-1.2818	5.0	12.0	195.88	0.0	3.0	4.0	73.5841	0.0	0.0	0.0	0.350899759101774
CIDs00006087	approved	Phase 4	-2.153340622930593	0.7170000000000001	0.3628928266882969	0.885842506288893	380.4155	1.2779	2.0	9.0	130.47	0.0	1.0	6.0	98.255	1.0	1.0	1.0	0.700577323323071
CIDs00006098	approved	Phase 4	-1.7398406834665072	1.358	0.2847718433476841	0.0551927824548219	435.88132	2.8775	2.0	9.0	138.04	0.0	2.0	5.0	110.744	1.0	1.0	1.0	0.67821505457014
CIDs00006106	unapproved	Phase 3	-0.17704388560042034	1.2801886792452835	0.5327077272903858	0.733983609272434	131.17292	1.1447	2.0	3.0	63.32	0.0	0.0	3.0	35.4352	1.0	0.0	1.0	0.603380094001945
CIDs00006126	approved	Phase 4	-2.564358961001424	1.747	0.3568256691832533	0.2445030875874549	278.41126	4.3175	0.0	0.0	0.0	1.0	3.0	2.0	95.616	1.0	1.0	1.0	0.612503223759229
CIDs00006129	approved	Phase 4	-2.196139789280314	0.8584444444444445	0.3341644770745663	0.2528130264224176	201.22124	2.9489	1.0	3.0	38.33	0.0	3.0	3.0	58.6377	1.0	0.0	1.0	0.70756101374018
CIDs00006133	unapproved	Phase 3	-1.0701766523067848	0.9932674772036478	0.37556449194871183	0.5119458378217561	484.141083	-2.5009	7.0	16.0	293.8	0.0	1.0	8.0	87.0	0.0	0.0	0.0	0.187542328995376
CIDs00006134	unapproved	Phase 3	-2.0199092241753447	0.9888947368421054	0.35563211860686855	0.5149212984916944	342.29648	-5.3972	8.0	11.0	189.53	0.0	0.0	4.0	68.1194	0.0	0.0	0.0	0.243258576538801
CIDs00006137	approved	Phase 4	-0.20894092916477705	1.2719495798319325	0.5020824662303929	0.721961004017926	149.21134	0.8517	2.0	4.0	88.62	0.0	0.0	4.0	38.2192	1.0	0.0	1.0	0.619789213363634
CIDs00006140	unapproved	Phase 3	-0.3711292197875483	1.2688666666666668	0.5024445335797427	0.6862804844798149	165.18914	1.3413	2.0	3.0	63.32	0.0	1.0	3.0	45.5012	1.0	0.0	1.0	0.709959909010923
CIDs00006167	approved	Phase 4	-1.9246414228717963	1.2850545454545454	0.5298471443076173	0.5346378494693471	399.437	3.2625	1.0	7.0	83.09	0.0	2.0	6.0	109.3567	1.0	1.0	1.0	0.798179192734305
CIDs00006175	unapproved	Phase 2	-2.0855804303350904	0.8818076923076923	0.34983868167979354	0.5033133261219389	243.21662	-1.9818	4.0	8.0	130.83	0.0	1.0	2.0	55.8478	1.0	0.0	1.0	0.469631023890989
CIDs00006196	approved	Phase 4	-2.3346092805280065	1.0255	0.17518510430315504	0.3183638769448601	401.43626	2.2241	2.0	9.0	138.04	0.0	2.0	5.0	105.734	1.0	1.0	1.0	0.722020181819816
CIDs00006212	approved	Phase 4	-1.9420375519781383	1.5091111111111108	0.5260189402605326	0.5110956603606434	119.37764	1.9864	0.0	0.0	0.0	0.0	0.0	0.0	21.309	1.0	0.0	1.0	0.427858788740946
CIDs00006215	approved	Phase 4	-2.1203494643187577	1.29075	0.42242845406709506	0.48193872929099446	452.4882064	2.3668	2.0	6.0	93.06	0.0	0.0	2.0	110.5536	1.0	1.0	1.0	0.668418414230491
CIDs00006230	approved	Phase 4	-1.825124639510706	0.8948181818181818	0.49316884764535607	0.30940639895015204	298.41924	3.4925	1.0	2.0	37.3	0.0	0.0	0.0	88.6258	1.0	1.0	1.0	0.695087584720679
CIDs00006231	approved	Phase 4	-1.7687984212678027	1.526	0.501953370354194	0.2217076528807252	298.41924	3.6366	1.0	2.0	37.3	0.0	0.0	0.0	88.6258	1.0	1.0	1.0	0.547467965862398
CIDs00006238	unapproved	Phase 2	-2.131498381149865	0.9723529411764706	0.352154012163298	0.27663669679956754	330.4611	3.8384	1.0	3.0	54.37	0.0	0.0	1.0	95.2108	1.0	1.0	1.0	0.794581090770191
CIDs00006249	approved	Phase 4	-2.2732551499030156	1.2201666666666666	0.3169630415340779	0.3553287483351011	349.40476	1.3472	3.0	8.0	138.03	0.0	1.0	5.0	92.5639	1.0	1.0	1.0	0.677108199343144
CIDs00006251	approved	Phase 4	-2.027230216535931	1.3941538461538463	0.5465893532228467	0.5412108899703875	182.17176	-3.5854	6.0	6.0	121.38	0.0	0.0	5.0	37.9268	0.0	0.0	1.0	0.261262498239616
CIDs00006255	unapproved	Phase 3	-1.694333002018989	0.5713333333333334	0.31160680240982236	0.6569607272900376	342.29648	-5.3972	8.0	11.0	189.53	0.0	0.0	4.0	68.1194	0.0	0.0	0.0	0.243258576538801
CIDs00006262	unapproved	Phase 3	-2.0837944219847584	0.9342208588957052	0.28144875474069	0.3336358718708816	132.16098	0.5378	3.0	4.0	89.34	0.0	0.0	4.0	33.3356	1.0	0.0	1.0	0.520335102185773
CIDs00006269	unapproved	Phase 3	-2.170423268612117	0.669	0.1427966348453651	0.4242389547872808	171.21686	2.4235	1.0	3.0	68.54	0.0	1.0	1.0	42.4024	1.0	0.0	1.0	0.705000015865984
CIDs00006274	unapproved	Phase 2	-0.2269660801688186	1.3184157303370792	0.532008379352352	0.7325091084364697	155.15456	0.0644	3.0	4.0	92.0	0.0	1.0	3.0	37.6469	1.0	0.0	1.0	0.575260169828939
CIDs00006278	approved	Phase 4	-2.0912754553957624	1.0254	0.31886518583224144	0.2502084598010359	133.40422	2.3765	0.0	0.0	0.0	0.0	0.0	0.0	26.154	1.0	0.0	1.0	0.445169662919434
CIDs00006279	approved	Phase 4	-1.781810811634027	1.201485714285714	0.5029745073046377	0.4496861963919418	386.52436	4.6552	0.0	4.0	60.44	0.0	0.0	3.0	109.755	1.0	1.0	1.0	0.662262969586603
CIDs00006287	unapproved	Phase 1	-0.16975641798072355	1.3087526881720437	0.5472773744485389	0.7300791514304875	117.14634	0.7546	2.0	3.0	63.32	0.0	0.0	2.0	30.6282	1.0	0.0	1.0	0.560695555571091
CIDs00006288	unapproved	Phase 1	-0.030224817361976908	1.3260125000000005	0.5322032715625713	0.7517181993037396	119.11916	-0.5206	3.0	4.0	83.55	0.0	0.0	2.0	26.983	1.0	0.0	1.0	0.456332363941808
CIDs00006291	approved	Phase 4	-2.1600080303052893	1.157	0.5717904681682994	0.2218121829621397	310.42994	3.9156	1.0	2.0	29.46	0.0	1.0	1.0	93.3098	1.0	1.0	1.0	0.796835387533452
CIDs00006300	approved	Phase 4	-2.50647345818698	0.7324999999999999	0.14373775503837274	0.09560535117826614	300.43512	4.0453	1.0	2.0	37.3	0.0	0.0	0.0	89.7298	1.0	1.0	1.0	0.732680965335815
CIDs00006303	unapproved	Phase 1	-1.7262904921559379	1.3122941176470586	0.4893995426834863	0.46951621421255263	251.24192	-0.3696	3.0	8.0	119.31	0.0	3.0	2.0	61.512	1.0	0.0	1.0	0.564039408540027
CIDs00006305	approved	Phase 4	-0.1534398377073531	1.3506292134831468	0.5272441191818392	0.7118778101704444	204.22518	1.8226	3.0	3.0	79.11	0.0	3.0	3.0	57.3579	1.0	0.0	1.0	0.608461142532157
CIDs00006306	unapproved	Phase 2	-0.11375086917917765	1.3175200000000005	0.5395683190865411	0.7421661491821376	131.17292	1.1447	2.0	3.0	63.32	0.0	0.0	3.0	35.4352	1.0	0.0	1.0	0.603380094001945
CIDs00006307	approved	Phase 4	-1.9363290108293298	0.9186	0.29161541981239986	0.34225748183647636	289.73858	3.1267	3.0	6.0	109.67	0.0	1.0	2.0	74.2913	1.0	0.0	1.0	0.771326136963855
CIDs00006325	unapproved	Phase 3	-1.9172079494541916	1.0244	0.4415197895218486	0.3972624930800078	28.05316	0.8022	0.0	0.0	0.0	0.0	0.0	0.0	11.254	1.0	0.0	1.0	0.344496377832669
CIDs00006421	approved	Phase 4	-2.2757919508281312	0.8966000000000001	0.42659056592001	0.36550245773171064	163.38714	1.4412	1.0	2.0	37.3	0.0	0.0	1.0	27.9258	1.0	0.0	1.0	0.594046874865581
CIDs00006436	approved	Phase 4	-2.0781362347127463	1.5253333333333334	0.5284125399499456	0.4698860503175581	434.4977432	2.4188	2.0	6.0	93.06	0.0	0.0	2.0	110.5026	1.0	1.0	1.0	0.693516496800722
CIDs00006446	approved	Phase 4	-2.167549500667177	1.4661666666666668	0.5255842397897991	0.3679568130204318	336.4408632	3.3322	2.0	3.0	57.53	0.0	0.0	0.0	91.4546	1.0	1.0	1.0	0.713254262834341
CIDs00006473	approved	Phase 4	-2.044364683751336	1.3955	0.4097700235020071	0.22701489957759358	212.24564	1.5966	2.0	5.0	75.27	0.0	0.0	4.0	62.2324	1.0	0.0	1.0	0.692069062356502
CIDs00006476	approved	Phase 4	-2.014758923543001	1.785	0.4249652669453631	0.3175455123924875	203.23712	1.2709	0.0	3.0	37.38	0.0	1.0	1.0	60.423	1.0	0.0	1.0	0.644939181186657
CIDs00006503	approved	Phase 4	-1.5463722681238858	1.21221897810219	0.4839115766778598	0.6104728406254443	121.13504	-1.6389	4.0	4.0	86.71	0.0	0.0	3.0	27.5728	1.0	0.0	1.0	0.360504547742635
CIDs00006536	approved	Phase 4	-1.8209645877828882	1.06	0.3836193090825898	0.609057866705588	438.00148	5.8476	1.0	3.0	32.7	0.0	3.0	10.0	129.6328	0.0	0.0	1.0	0.431625530557697
CIDs00006575	approved	Phase 4	-2.06802185809248	0.7552075471698111	0.3867088144887577	0.37038966892437364	131.38834	2.5017	0.0	0.0	0.0	0.0	0.0	0.0	25.642	1.0	0.0	1.0	0.473774255540334
CIDs00006613	approved	Phase 4	-1.9062339552276082	1.0702222222222222	0.18613291459550896	0.573126490888119	219.23498	-0.6524	4.0	6.0	106.86	0.0	0.0	7.0	52.2141	1.0	0.0	1.0	0.452946389066749
CIDs00006726	approved	Phase 4	-2.2799861993678094	1.2748	0.27093854121170524	0.2676533594273397	266.38068	2.8992	0.0	2.0	6.48	0.0	2.0	3.0	91.438	1.0	1.0	1.0	0.842606993836547
CIDs00006729	approved	Phase 4	-2.2710990624825493	1.3115	0.2547867660822362	0.3258560936783179	433.02802	6.4205	0.0	2.0	6.48	0.0	3.0	6.0	140.205	0.0	0.0	1.0	0.442993339562335
CIDs00006741	approved	Phase 4	-2.117262345867678	0.9675294117647059	0.42846367710371114	0.439894176598819	374.4706	1.8036	3.0	5.0	94.83	0.0	0.0	2.0	101.8674	1.0	1.0	1.0	0.685148832570621
CIDs00006834	approved	Phase 4	-2.0851544206606034	1.50525	0.2756517777292485	0.2481831693844096	319.23946	3.9277	0.0	2.0	16.13	0.0	2.0	5.0	83.514	1.0	0.0	1.0	0.830056048890294
CIDs00006869	approved	Phase 4	-2.447905814660107	1.108	0.2147284790249786	0.2255983511350222	350.38952	1.0259	2.0	8.0	121.24	0.0	1.0	6.0	91.3825	1.0	1.0	1.0	0.729609407272262
CIDs00006912	unapproved	Phase 3	-2.10252784791621	0.7735555555555556	0.38033237892537824	0.3782361709361561	152.14578	-2.9463	5.0	5.0	101.15	0.0	0.0	4.0	31.958	0.0	0.0	1.0	0.296389344353022
CIDs00006989	approved	Phase 4	-2.127823555681686	0.8465555555555555	0.418148113484421	0.32237014204268283	150.21756	2.824	1.0	1.0	20.23	0.0	1.0	1.0	48.011	1.0	0.0	1.0	0.652268218973609
CIDs00007014	approved	Phase 4	-1.7318540111375045	0.052	0.3350887044778603	0.0993013419013652	234.38034	2.2209	0.0	2.0	6.48	0.0	0.0	0.0	79.385	1.0	0.0	1.0	0.633961774199273
CIDs00007027	approved	Phase 4	-2.2120573356190976	1.2326666666666666	0.2631154024805363	0.39337078799478836	178.14	-3.0132	4.0	6.0	107.22	0.0	0.0	1.0	34.7742	1.0	0.0	1.0	0.318407033240977
CIDs00007028	approved	Phase 4	-2.1077290577108756	1.2645833333333332	0.4081475357556346	0.3523863318118976	165.2322	1.7188	2.0	2.0	32.26	0.0	1.0	3.0	49.7925	1.0	0.0	1.0	0.71438963491782
CIDs00007029	approved	Phase 4	-0.7686575170132295	1.28675	0.37636644412553816	0.3117714753902475	205.29606	2.5996	0.0	2.0	20.31	0.0	1.0	5.0	63.5675	1.0	0.0	1.0	0.688591816520449
CIDs00007099	approved	Phase 4	-2.050834930828971	1.46	0.5831132879931782	0.16840124322477	209.24654	3.7148	2.0	3.0	64.93	0.0	6.0	0.0	68.0578	1.0	0.0	1.0	0.295800646102802
CIDs00007187	approved	Phase 4	-1.0794784027971294	1.2325	0.6224348495247602	0.7517637541522724	242.2268	2.6154	0.0	4.0	52.6	0.0	2.0	5.0	63.715	1.0	0.0	1.0	0.597025224106659
CIDs00007405	unapproved	Phase 2	-1.9698327296402685	0.8499374999999997	0.3272749403350596	0.4604523593650516	129.11398	-0.3216	2.0	4.0	66.4	0.0	0.0	1.0	32.7235	1.0	0.0	1.0	0.508766239910678
CIDs00007628	approved	Phase 4	-2.2061249061226786	1.19475	0.38948789542646783	0.2835986628502726	61.83302	-2.0518	3.0	3.0	60.69	0.0	0.0	0.0	12.4104	1.0	0.0	1.0	0.282793730398861
CIDs00007638	approved	Phase 4	-2.135747527286572	0.42700000000000005	0.31904031738108607	0.10564615249985175	200.23318	2.9712	1.0	2.0	29.46	0.0	2.0	3.0	59.444	1.0	0.0	1.0	0.824887922152972
CIDs00007699	approved	Phase 4	-2.0850038989297204	1.688	0.5864257190990205	0.1162868700141718	603.74192	2.9076	1.0	12.0	121.4	0.0	1.0	33.0	157.7392	0.0	0.0	0.0	0.0939287514203823
CIDs00007741	approved	Phase 4	-2.5033614419329764	1.185	0.0135486990703188	0.3780320291875765	111.14506	0.6112	2.0	2.0	54.7	0.0	1.0	2.0	31.0681	1.0	0.0	1.0	0.587128848620635
CIDs00007843	unapproved	Phase 1	-2.3054123051987	1.1435	0.516855878621493	0.5264130923526841	58.1222	1.8064	0.0	0.0	0.0	0.0	0.0	1.0	21.342	1.0	0.0	1.0	0.431022941969512
CIDs00007902	unapproved	Phase 2	-2.3519105764635246	0.062	0.0245070817994634	0.0597967720270914	89.13624	-0.4597	1.0	2.0	23.47	0.0	0.0	2.0	25.3998	1.0	0.0	1.0	0.494590699096266
CIDs00008027	unapproved	Phase 3	-0.535177742520821	1.6909999999999998	0.4905069570100456	0.6844386593590142	67.0892	1.0147	1.0	0.0	15.79	0.0	1.0	0.0	20.7927	1.0	0.0	1.0	0.465867391422121
CIDs00008078	unapproved	Phase 1	-2.1071027256585264	1.0153333333333332	0.41103616813294225	0.46002443354001943	84.15948	2.3406	0.0	0.0	0.0	0.0	0.0	0.0	28.842	1.0	0.0	1.0	0.422313857894726
CIDs00008180	unapproved	Phase 3	-2.092745355910531	0.8680000000000001	0.1386699527880036	0.1344797800909308	186.29118	3.6018	1.0	2.0	37.3	0.0	0.0	9.0	56.7628	1.0	0.0	1.0	0.558482346792317
CIDs00008223	approved	Phase 4	-2.180279397113524	1.0942	0.24960470352114142	0.24898533904927142	581.6615	2.1954	3.0	9.0	118.21	0.0	4.0	5.0	170.3422	0.0	0.0	1.0	0.326089360021196
CIDs00008226	approved	Phase 4	-2.104781579206894	1.195	0.30845670687125726	0.2059588027797295	339.4314	2.2535	3.0	4.0	68.36	0.0	3.0	5.0	103.3652	1.0	1.0	1.0	0.66689123598872
CIDs00008249	approved	Phase 4	-2.0960301601265847	1.0804	0.4717608202824401	0.39435641429069535	205.2596	1.9181	5.0	5.0	97.78	0.0	1.0	6.0	61.3212	0.0	0.0	1.0	0.360816966092726
CIDs00008271	approved	Phase 4	-2.0657713424100637	1.2963333333333333	0.40855569247727797	0.22170758853459518	246.26186	1.3093	1.0	5.0	66.48	0.0	1.0	2.0	72.5357	1.0	0.0	1.0	0.796827182332629
CIDs00008275	approved	Phase 4	-2.044364683751336	1.3955	0.4097700235020071	0.22701489957759358	224.25634	1.6186	2.0	5.0	75.27	0.0	0.0	4.0	66.5654	1.0	0.0	1.0	0.56027314230779
CIDs00008280	approved	Phase 4	-2.162312338391309	1.7894999999999999	0.41474215386535224	0.2307024143032812	157.16714	0.7016	0.0	4.0	46.61	0.0	0.0	1.0	42.372	1.0	0.0	1.0	0.561780756595846
CIDs00008378	unapproved	Phase 3	-1.375083907698622	1.1575	0.5950960445220912	0.6364221669537374	614.64374	-4.6935	13.0	19.0	353.11	0.0	0.0	9.0	135.106	0.0	0.0	0.0	0.115882433483741
CIDs00008550	approved	Phase 4	-2.1668343891780593	1.2000000000000002	0.3401198498367338	0.35020237152729683	578.65272	4.1004	1.0	9.0	108.55	0.0	4.0	9.0	159.0302	0.0	0.0	1.0	0.293783042022653
CIDs00008612	approved	Phase 4	-1.8537335407888786	1.2723333333333333	0.3822312521231533	0.24178836625211345	270.75516	3.002	1.0	4.0	55.56	0.0	1.0	7.0	74.0669	1.0	0.0	1.0	0.611235767156345
CIDs00008730	approved	Phase 4	-2.357589007197243	1.45675	0.33421562051538034	0.49484043354104235	776.87002	5.2576	3.0	5.0	92.78	0.0	2.0	5.0	124.9082	0.0	0.0	1.0	0.361178157786428
CIDs00008778	unapproved	Phase 3	-2.0133573341838353	0.7503333333333334	0.4666769704595717	0.41080700508224854	290.39515	4.92	2.0	4.0	71.98	0.0	0.0	12.0	72.5308	1.0	0.0	0.0	0.303826894154173
CIDs00008944	approved	Phase 4	-2.010833286307572	0.6890000000000001	0.5468543707493605	0.2056182957787879	352.46992	3.9273	1.0	4.0	55.56	0.0	2.0	7.0	109.4274	1.0	1.0	1.0	0.605908649789679
CIDs00008982	approved	Phase 4	-2.2259469162693373	0.7385	0.37685010711091704	0.11523244307246625	414.47478	2.8126	2.0	8.0	121.24	0.0	3.0	6.0	114.076	1.0	1.0	1.0	0.590727254788121
CIDs00009015	approved	Phase 4	-2.090583901824848	0.032	0.2348756265468688	0.0905139417384643	124.13722	1.4008	1.0	2.0	29.46	0.0	1.0	1.0	34.957	1.0	0.0	1.0	0.61276978028532
CIDs00009034	approved	Phase 4	-1.956697918760224	1.361	0.6815405253634492	0.5438167788201248	262.30432	1.5733	1.0	5.0	66.48	0.0	0.0	3.0	79.2427	1.0	0.0	1.0	0.474903966147705
CIDs00009046	approved	Phase 4	-2.10878395048074	1.1935	0.5960050227740689	0.3761079556191531	364.52038	5.2284	1.0	2.0	29.46	0.0	1.0	2.0	110.4238	0.0	1.0	1.0	0.72837942222923
CIDs00009047	approved	Phase 4	-2.331190117785642	0.4590000000000001	0.10122834383644265	0.33212351283017794	280.30298	2.6032	2.0	7.0	115.58	0.0	2.0	4.0	70.0421	1.0	0.0	1.0	0.826586791651093
CIDs00009051	approved	Phase 4	-1.8913478146806226	0.8132000000000001	0.41364137601131423	0.35274576168796856	312.44582	4.4995	0.0	2.0	34.14	0.0	0.0	1.0	93.537	1.0	1.0	1.0	0.714168968378431
CIDs00009270	approved	Phase 4	-1.8977373221204727	1.666	0.7204932821696721	0.2533385538960654	384.50848	4.4259	0.0	4.0	52.6	0.0	0.0	4.0	109.062	1.0	1.0	1.0	0.408826787205279
CIDs00009294	approved	Phase 4	-2.2342473442065898	1.3027142857142857	0.33054158607350104	0.2569301843690162	165.2322	1.7188	2.0	2.0	32.26	0.0	1.0	3.0	49.7925	1.0	0.0	1.0	0.71438963491782
CIDs00009324	approved	Phase 4	-1.928626162343248	1.6356666666666666	0.6870645369272687	0.4666111293703474	404.92696	4.7517	0.0	4.0	60.44	0.0	0.0	3.0	109.27	1.0	1.0	1.0	0.636499912575548
CIDs00009363	approved	Phase 4	-1.2496410824540074	1.643	0.9942022836463468	0.8085507418760459	223.26828	1.8828	1.0	4.0	49.77	0.0	1.0	5.0	62.4685	1.0	0.0	1.0	0.827674860006745
CIDs00009400	approved	Phase 4	-2.0242247387654935	1.3227499999999999	0.49999502142218344	0.4947398117636447	472.4409642	2.0127	4.0	8.0	151.17	0.0	0.0	4.0	112.8667	1.0	0.0	0.0	0.453819154051047
CIDs00009417	unapproved	Phase 3	-2.1270681419974764	1.3900000000000001	0.34681438614005533	0.4546189447151576	363.49586	3.2493	1.0	3.0	29.95	0.0	2.0	6.0	123.8758	1.0	1.0	1.0	0.854470760491673
CIDs00009418	approved	Phase 4	-1.8573489003123256	1.569	0.4206437054137809	0.1429412239786028	295.37884	3.1063	0.0	3.0	26.79	0.0	2.0	3.0	96.7475	1.0	1.0	1.0	0.870296164517215
CIDs00009458	unapproved	Phase 3	-2.15957597792633	1.403	0.5661900750816331	0.5665285539128975	248.1553896	2.3289	1.0	4.0	63.6	0.0	1.0	4.0	49.9023	1.0	0.0	1.0	0.655653785766746
CIDs00009565	approved	Phase 4	-2.2940789436162974	1.0590000000000002	0.30205084475503147	0.25636645983323814	309.3409	2.4564	1.0	7.0	98.79	0.0	2.0	7.0	76.3367	1.0	1.0	1.0	0.784112361696216
CIDs00009639	approved	Phase 4	-2.2964370264166125	1.069	0.4084721615606997	0.5420447004556589	338.0418448	4.6522	0.0	0.0	0.0	0.0	0.0	5.0	31.898	1.0	1.0	1.0	0.6844849953841
CIDs00009642	approved	Phase 4	-2.050253821949689	1.2555	0.4883226482394293	0.42309285279817654	494.5248864	2.9376	1.0	7.0	99.13	0.0	0.0	4.0	120.2908	1.0	0.0	1.0	0.600243298413578
CIDs00009651	approved	Phase 4	-2.055535117499961	0.9569090909090909	0.328008975384342	0.23678514806228176	287.35354	1.7882	1.0	4.0	41.93	0.0	1.0	1.0	84.0468	1.0	1.0	1.0	0.799688182730254
CIDs00009677	approved	Phase 4	-2.243798870778181	1.3367499999999999	0.5614946392545912	0.27777426804315114	428.64716	7.1807	0.0	3.0	43.37	0.0	0.0	10.0	129.005	0.0	0.0	1.0	0.273270816216052
CIDs00009750	unapproved	Phase 3	-1.8972475740741122	1.2112999999999998	0.37826814819436655	0.4074127735408961	175.18572	0.6383	4.0	6.0	118.44	0.0	0.0	6.0	41.5333	1.0	0.0	1.0	0.439654918284923
CIDs00009782	approved	Phase 4	-2.1079208776764355	1.4996666666666665	0.3701325887564734	0.5682488679515089	392.4610632	1.8957	3.0	5.0	94.83	0.0	0.0	2.0	101.9564	1.0	1.0	1.0	0.667220102985962
CIDs00009801	approved	Phase 4	-2.0572681791983563	1.5755	0.6178270176022407	0.5253380118189143	329.47788	5.8203	1.0	1.0	12.03	0.0	3.0	8.0	107.2187	0.0	0.0	1.0	0.548836214031144
CIDs00009878	approved	Phase 4	-2.163961502504609	1.676	0.7228094257606955	0.8274574393009013	376.4616632	2.9233	2.0	4.0	74.6	0.0	0.0	1.0	100.7946	1.0	1.0	1.0	0.737915741515845
CIDs00009880	approved	Phase 4	-1.953498311259775	1.3290000000000002	0.5058456562883468	0.3755248247551201	416.93766	4.6076	0.0	4.0	60.44	0.0	0.0	3.0	111.963	1.0	1.0	1.0	0.630211412389093
CIDs00009904	unapproved	Phase 3	-2.020018798334003	1.3647499999999997	0.4473284535471392	0.5350323324132713	274.39784	3.4891	1.0	2.0	37.3	0.0	0.0	0.0	80.8118	1.0	1.0	1.0	0.733924880673825
CIDs00010100	approved	Phase 4	-2.1842199887819094	0.55725	0.3487633628668289	0.18933374792964047	339.47116	4.2755	0.0	3.0	29.54	0.0	2.0	9.0	103.222	1.0	1.0	1.0	0.638878041878434
CIDs00010114	unapproved	Phase 2	-1.9328272729239484	1.0735000000000001	0.42133433973687917	0.44033395946774934	470.68384	6.4126	2.0	4.0	74.6	0.0	0.0	1.0	136.8536	0.0	0.0	1.0	0.464083878012187
CIDs00010133	approved	Phase 4	-2.0938833008568114	0.9489752066115701	0.3443394832514896	0.30654293167918095	392.572	4.4779	3.0	4.0	77.76	0.0	0.0	4.0	112.6014	1.0	1.0	1.0	0.659170897097666
CIDs00010140	unapproved	Phase 3	-2.19136204233674	0.7583529411764705	0.23700619175729193	0.2869699208634299	465.62272	2.9558	5.0	7.0	127.09	0.0	0.0	7.0	126.3789	0.0	1.0	1.0	0.391107219489257
CIDs00010180	unapproved	Phase 2	0.274981730384216	1.39225	0.6022146481978328	0.7407422574600112	340.48236	4.5498	1.0	4.0	60.58	0.0	6.0	6.0	106.8037	1.0	1.0	1.0	0.451869649173794
CIDs00010205	unapproved	Phase 1	-1.516443582869563	1.1575263157894737	0.593117573524502	0.4787072449547759	188.17942	1.7175	1.0	3.0	54.37	0.0	1.0	0.0	51.073	1.0	0.0	1.0	0.673926510210368
CIDs00010235	unapproved	Phase 3	-2.087802865403514	0.9338333333333333	0.4531110868465021	0.23723595416768514	190.24166	0.8838	1.0	3.0	34.03	0.0	1.0	0.0	58.6467	1.0	0.0	1.0	0.659216302452239
CIDs00010281	unapproved	Phase 2	-0.9892793599365908	1.431888888888889	0.6030629562613091	0.5448355513002491	164.20108	1.6669	0.0	2.0	34.14	0.0	0.0	1.0	47.522	1.0	0.0	1.0	0.552250824870071
CIDs00010311	unapproved	Phase 3	-1.848148299101594	0.7453333333333333	0.5504175245939146	0.3854436481908023	398.3387	1.5511	4.0	8.0	173.57	0.0	2.0	4.0	94.3323	1.0	0.0	0.0	0.561150789308775
CIDs00010413	approved	Phase 4	-2.055942787756522	1.1605999999999999	0.2724080821946299	0.4830097989527409	104.10452	-0.1565	2.0	3.0	57.53	0.0	0.0	3.0	24.2756	1.0	0.0	1.0	0.522851077741788
CIDs00010531	approved	Phase 4	-2.1181140744119897	0.9269473684210527	0.27760925368265604	0.2149825570458735	583.67738	2.2857	3.0	9.0	118.21	0.0	4.0	5.0	170.0242	0.0	0.0	1.0	0.325329166311931
CIDs00010547	approved	Phase 4	-2.043777337069303	1.228	0.32746973856616957	0.3598825804435448	256.322581	2.6069	0.0	4.0	70.64	1.0	0.0	8.0	66.1759	1.0	0.0	1.0	0.494103247195763
CIDs00010607	approved	Phase 4	-1.286228525380383	1.4236666666666669	0.631493736264498	0.5836880942431927	414.40528	2.4092	1.0	8.0	92.68	0.0	3.0	4.0	103.8468	1.0	1.0	1.0	0.651013131037309
