Molecule	OGE	CGE	Network	Expression	MolecularWeight	XLogP	HydrogenBondDonorCount	HydrogenBondAcceptorCount	PolarSurfaceArea	FormalCharge	NumRings	RotatableBondCount	Refractivity	Ro5	Ghose	Veber	wQED
Paracetamol	1.1724545454545452	-1.9267753779514674	0.40034622760959565	0.4547940839080772	151.16256	1.4236	2	3	49.33	0	1	2	42.7777	1	0	1	0.628316152
