STITCH ID	Smiles	MolecularWeight	XLogP	HydrogenBondDonorCount	HydrogenBondAcceptorCount	PolarSurfaceArea	FormalCharge	NumRings	RotatableBondCount	Refractivity	Ro5	Ghose	Veber	wQED
CIDs11200189	CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(O)c1	392.49072	4.1493	2.0	5.0	61.8	0.0	2.0	5.0	118.8012	1.0	1.0	1.0	0.800468430688348
CIDs09834591	N[C@@]1(C(=O)O)CS(=O)(=O)[C@H]2[C@H](C(=O)O)[C@H]21	235.21446	-0.3228	3.0	7.0	143.14	0.0	0.0	2.0	46.788	1.0	0.0	0.0	0.594295921720587
CIDs00051263	CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1	416.51718	1.3218	0.0	9.0	85.49	0.0	2.0	10.0	119.431	1.0	1.0	1.0	0.569112996091483
CIDs00007405	O=C1CC[C@@H](C(=O)O)N1	129.11398	-0.3216	2.0	4.0	66.4	0.0	0.0	1.0	32.7235	1.0	0.0	1.0	0.508766239910678
CIDs00039764	CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1	557.82738	5.8626	0.0	5.0	55.84	1.0	0.0	6.0	169.597	0.0	0.0	1.0	0.302380170958683
CIDs00004826	CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C	245.32346	2.81868	2.0	5.0	73.1	0.0	1.0	5.0	73.1674	1.0	0.0	1.0	0.473832535563257
CIDs00002148	Nc1ccc(C(=O)NCC(=O)O)cc1	194.1873	1.0553	3.0	5.0	92.42	0.0	1.0	4.0	50.4214	1.0	0.0	1.0	0.622903322996105
CIDs00197705	N#Cc1ccc(N2CCN(C(=O)COc3ccc4[nH]cc(CCN)c4c3)CC2)cc1	403.4769	2.97158	2.0	6.0	98.38	0.0	4.0	7.0	122.7741	1.0	1.0	1.0	0.492263218265709
CIDs09576916	COC(=O)C[C@@H]1C[C@@H](COc2ccc(-c3ccc(C(=N)NC(=O)OC)cc3)cc2)NC1=O	439.4611	3.301	3.0	9.0	126.81	0.0	2.0	11.0	120.7531	1.0	1.0	0.0	0.274469191791424
CIDs00006291	C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C	310.42994	3.9156	1.0	2.0	29.46	0.0	1.0	1.0	93.3098	1.0	1.0	1.0	0.796835387533452
CIDs06450822	CC(C)(C)CCC#C[C@@H]1C[C@H]1c1c[nH]cn1	216.322	3.3429	1.0	1.0	28.68	0.0	1.0	3.0	67.4117	1.0	0.0	1.0	0.771193756813405
CIDs00657201	CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C	282.44148	3.4746	0.0	2.0	26.3	1.0	0.0	7.0	88.758	1.0	1.0	1.0	0.527723322711309
CIDs00006288	C[C@@H](O)[C@H](N)C(=O)O	119.11916	-0.5206	3.0	4.0	83.55	0.0	0.0	2.0	26.983	1.0	0.0	1.0	0.456332363941808
CIDs10298385	Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCC[C@H]1C(=O)N(C)C	462.58386	4.1341	1.0	7.0	72.96	0.0	2.0	8.0	140.5302	1.0	1.0	1.0	0.632226737081394
CIDs00000598	O=S(=O)(O)CCS	142.19724	0.8848	2.0	4.0	101.55	0.0	0.0	2.0	30.1928	1.0	0.0	1.0	0.441042035260174
CIDs00003180	CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1	289.41248	3.8621	0.0	3.0	29.54	0.0	1.0	8.0	91.0885	1.0	1.0	1.0	0.537375768481572
CIDs03001322	CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2	577.71102	4.7846	3.0	9.0	119.41	0.0	2.0	10.0	171.8128	0.0	0.0	1.0	0.366359594889064
CIDs00003610	CCCCCCc1ccc(O)cc1O	194.27012	3.2206	2.0	2.0	40.46	0.0	1.0	5.0	59.489	1.0	0.0	1.0	0.706401798759721
CIDs10026128	CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2c1[nH]c1ccccc21	438.4664664	5.1101	1.0	4.0	62.4	0.0	4.0	5.0	122.5012	0.0	1.0	1.0	0.440057541624313
CIDs00013505	CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1	452.58728	5.42118	0.0	4.0	53.33	0.0	3.0	9.0	138.756	0.0	1.0	1.0	0.40686714671944
CIDs00002911	OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1	287.43966	3.8783	1.0	2.0	23.47	0.0	1.0	5.0	92.7198	1.0	1.0	1.0	0.888153810961695
CIDs00000185	CC(=O)NC(CCC(=O)O)C(=O)O	189.16594	-0.1686	3.0	6.0	103.7	0.0	0.0	6.0	42.3083	1.0	0.0	1.0	0.535587405048424
CIDs00009015	COc1ccc(O)cc1	124.13722	1.4008	1.0	2.0	29.46	0.0	1.0	1.0	34.957	1.0	0.0	1.0	0.61276978028532
CIDs00002479	CCC(C)C1(CC)C(=O)NC(=O)NC1=O	212.24564	1.4525	2.0	5.0	75.27	0.0	0.0	3.0	62.2324	1.0	0.0	1.0	0.692410992941382
CIDs00006473	CCCCC1(CC)C(=O)NC(=O)NC1=O	212.24564	1.5966	2.0	5.0	75.27	0.0	0.0	4.0	62.2324	1.0	0.0	1.0	0.692069062356502
CIDs00008944	CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1	352.46992	3.9273	1.0	4.0	55.56	0.0	2.0	7.0	109.4274	1.0	1.0	1.0	0.605908649789679
CIDs00005480	CCOC(=O)c1c(N)sc2c1CCN(Cc1ccccc1)C2	316.4179	3.5844	1.0	5.0	83.8	0.0	4.0	5.0	93.5399	1.0	1.0	1.0	0.568827156007169
CIDs11210478	C[C@H](NC(=O)/C(C#N)=C/c1cccc(Br)n1)c1ccccc1	356.21656	4.01938	1.0	4.0	65.78	0.0	2.0	5.0	88.4937	1.0	1.0	1.0	0.499276980628682
CIDs23652686	COc1cc2c(cc1OCCCF)CCN1C[C@@H](CC(C)C)[C@H](O)C[C@H]21	365.4820832	3.6976	1.0	4.0	41.93	0.0	1.0	7.0	106.0308	1.0	1.0	1.0	0.748411696350833
CIDs06439091	O=C(/C=C/c1c(-c2ccccc2)nn2ccccc12)N1CCCC[C@@H]1CCO	375.4635	3.7159	1.0	5.0	57.84	0.0	4.0	6.0	115.2338	1.0	1.0	1.0	0.520718185274454
CIDs00002581	CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12	273.71428	4.1626	2.0	2.0	53.09	0.0	6.0	2.0	77.1665	1.0	0.0	1.0	0.497559118494007
CIDs00003380	CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21	313.2831832	2.5715	0.0	3.0	78.49	0.0	2.0	2.0	91.721	1.0	1.0	1.0	0.631171286227433
CIDs00002330	CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1	318.5597	6.574	0.0	0.0	0.0	1.0	1.0	14.0	105.8874	0.0	0.0	0.0	0.268521737683698
CIDs00000138	NCCCCC(=O)O	117.14634	0.9003	2.0	3.0	63.32	0.0	0.0	4.0	30.6282	1.0	0.0	1.0	0.53752641418583
CIDs00003731	CN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I	777.08529	-0.5967	7.0	11.0	179.66	0.0	1.0	13.0	134.8364	0.0	0.0	0.0	0.127425933043022
CIDs00208953	O=c1[nH]c2cc(C(F)(F)F)c(N3CCOCC3)cc2n(CP(=O)(O)O)c1=O	409.2543706	0.7454	3.0	8.0	134.67	0.0	3.0	4.0	91.8068	1.0	1.0	1.0	0.424470655727172
CIDs06324663	CNCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)O)C(C)C)C(C)C	912.046600000001	1.5646	13.0	22.0	355.05	0.0	2.0	33.0	240.4682	0.0	0.0	0.0	0.027443329536397
CIDs06957672	O=C(O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1	404.4153	3.5341	4.0	7.0	115.73	0.0	3.0	9.0	111.5482	1.0	1.0	1.0	0.431085676721483
CIDs09895066	CC(C)[C@H](NC(=O)[C@H](C(C)C)N(C)C)C(=O)N(C)[C@H](C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)NC(C)(C)C)C(C)C	606.84012	2.7507	2.0	11.0	122.37	0.0	0.0	17.0	177.7654	0.0	0.0	0.0	0.254172464650607
CIDs00060656	CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1	307.42776	2.7843	2.0	4.0	50.72	0.0	1.0	11.0	88.9045	1.0	1.0	0.0	0.61730362184203
CIDs00055472	Cn1nc(CO)nc1NCCCOc1cccc(CN2CCCCC2)c1	359.46586	2.1852	2.0	7.0	75.44	0.0	2.0	9.0	106.0425	1.0	1.0	1.0	0.664769075230207
CIDs00107706	CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1	434.46288	3.798	3.0	9.0	147.25	0.0	2.0	10.0	108.7907	1.0	0.0	0.0	0.374964849734287
CIDs00091536	CC(C)NC[C@H](O)COc1cccc2ccccc12	259.34344	2.9684	2.0	3.0	41.49	0.0	3.0	6.0	78.4385	1.0	0.0	1.0	0.714823847090315
CIDs00009639	FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	338.0418448	4.6522	0.0	0.0	0.0	0.0	0.0	5.0	31.898	1.0	1.0	1.0	0.6844849953841
CIDs10425705	C[N+](C)(C)CCOP(=O)([O-])OCC(COC=O)OC=O	313.241461	1.2508	0.0	8.0	121.0	0.0	0.0	12.0	66.3694	1.0	1.0	0.0	0.299622893571306
CIDs00002733	O=c1[nH]c2cc(Cl)ccc2o1	169.56516	1.7745	1.0	2.0	46.0	0.0	3.0	0.0	41.8447	1.0	0.0	1.0	0.557649064008876
CIDs00004641	CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O	324.3737	3.6234	1.0	5.0	60.85	0.0	2.0	5.0	99.784	1.0	1.0	1.0	0.851210752083405
CIDs09833444	CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O	1143.26898	3.8883	13.0	27.0	485.78	0.0	5.0	40.0	284.4078	0.0	0.0	0.0	0.0247404961735797
CIDs00003055	OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1	309.44518	4.1265	1.0	2.0	23.47	0.0	2.0	6.0	100.0928	1.0	1.0	1.0	0.867166402575942
CIDs05323714	O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1	225.15828	1.435	0.0	5.0	100.86	0.0	1.0	3.0	56.973	1.0	0.0	1.0	0.439613690459824
CIDs00067678	N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O	240.30048	0.5922	4.0	8.0	177.24	0.0	0.0	7.0	55.0964	1.0	0.0	0.0	0.368455122690241
CIDs11373432	Cc1ccc(C(=O)NC2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O	417.50348	2.7319	1.0	7.0	70.47	0.0	4.0	5.0	129.0622	1.0	1.0	1.0	0.535384815212466
CIDs00003562	FC(F)(F)C(Cl)Br	197.3815496	2.5085	0.0	0.0	0.0	0.0	0.0	1.0	24.585	1.0	0.0	1.0	0.566683631113747
CIDs09549295	CCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1Cl	416.85814	5.0881	2.0	8.0	94.6	0.0	4.0	9.0	111.1654	0.0	1.0	1.0	0.389381413663828
CIDs00007741	NCCc1cc[nH]n1	111.14506	0.6112	2.0	2.0	54.7	0.0	1.0	2.0	31.0681	1.0	0.0	1.0	0.587128848620635
CIDs56950369	CC1(CCCc2cc(=O)oc3[nH]c(=O)[nH]c(=O)c23)CC1	276.28784	1.2924	2.0	4.0	95.93	0.0	3.0	4.0	75.1594	1.0	1.0	1.0	0.750147995714474
CIDs00005319	Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1	276.31098	3.4404	2.0	5.0	97.64	0.0	2.0	4.0	71.6506	1.0	0.0	1.0	0.833387251741827
CIDs05280363	CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O	354.48096	3.0429	4.0	5.0	97.99	0.0	0.0	12.0	100.4492	1.0	1.0	0.0	0.31891950307365
CIDs00134044	C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1	328.40546	3.2266	4.0	5.0	95.58	0.0	2.0	8.0	94.0114	1.0	1.0	1.0	0.596566291916688
CIDs71451950	CC1(C)C(=O)N(C(=O)NCC2CCN(CC3(O)CCOCC3)CC2)c2cc(F)ccc21	433.5162832	2.8068	2.0	7.0	82.11	0.0	1.0	6.0	122.0335	1.0	1.0	1.0	0.713925737021516
CIDs00156413	C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1	485.9384032	4.4754	2.0	7.0	88.61	0.0	4.0	10.0	133.8114	1.0	0.0	1.0	0.252796797402827
CIDs00006536	CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1	438.00148	5.8476	1.0	3.0	32.7	0.0	3.0	10.0	129.6328	0.0	0.0	1.0	0.431625530557697
CIDs05280445	O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	286.2363	2.2824	4.0	6.0	111.13	0.0	4.0	1.0	76.012	1.0	1.0	1.0	0.399404249548123
CIDs00010140	C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O	465.62272	2.9558	5.0	7.0	127.09	0.0	0.0	7.0	126.3789	0.0	1.0	1.0	0.391107219489257
CIDs11953367	COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N(C)Cc2ccc(C3=NCCN3)cc2)c(C)c1	502.62626	2.8027	1.0	9.0	108.92	0.0	2.0	12.0	142.5597	0.0	0.0	0.0	0.438270028536917
CIDs11270783	CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(CC)c1=O	446.4256496	3.2468	1.0	7.0	90.5	0.0	5.0	7.0	113.5307	1.0	1.0	1.0	0.410462636329942
CIDs00439731	O[C@H]1CO[C@@H](O)[C@H](O)[C@H]1O	150.1299	-2.5823	4.0	5.0	90.15	0.0	0.0	0.0	29.7672	1.0	0.0	1.0	0.30425024146978
CIDs00008180	CCCCCCCCCCC(=O)O	186.29118	3.6018	1.0	2.0	37.3	0.0	0.0	9.0	56.7628	1.0	0.0	1.0	0.558482346792317
CIDs00047471	Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1	411.77568	6.637	0.0	3.0	43.12	0.0	3.0	7.0	108.669	0.0	0.0	1.0	0.409304208134012
CIDs00020469	C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	408.91566	2.165	3.0	5.0	94.83	0.0	0.0	2.0	106.7014	1.0	1.0	1.0	0.608500455371116
CIDs00003286	CCOP(=S)(OCC)SCSP(=S)(OCC)OCC	384.476102	6.3065	0.0	8.0	171.32	0.0	0.0	12.0	96.035	0.0	0.0	0.0	0.277864962461951
CIDs00001614	CC(N)Cc1ccc2c(c1)OCO2	179.21572	2.0053	1.0	3.0	44.48	0.0	1.0	2.0	49.7924	1.0	0.0	1.0	0.754786145884756
CIDs00000942	CN1CCCC1c1cccnc1	162.23156	1.7862	0.0	2.0	16.13	0.0	1.0	1.0	53.128	1.0	0.0	1.0	0.625490787576075
CIDs00001493	O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1	184.10636	2.255	1.0	1.0	111.87	0.0	1.0	2.0	46.109	1.0	0.0	1.0	0.55086666751178
CIDs46908928	CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1	386.43824	0.996600000000001	4.0	6.0	99.38	0.0	2.0	4.0	102.1072	1.0	1.0	1.0	0.625707567371491
CIDs00006231	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C	298.41924	3.6366	1.0	2.0	37.3	0.0	0.0	0.0	88.6258	1.0	1.0	1.0	0.547467965862398
CIDs00010281	CC1=CC(=O)C(C(C)C)=CC1=O	164.20108	1.6669	0.0	2.0	34.14	0.0	0.0	1.0	47.522	1.0	0.0	1.0	0.552250824870071
CIDs00002273	NS(=O)(=O)c1cc(-c2nn[nH]n2)c(NCc2cccs2)cc1Cl	370.83774	3.6952	3.0	8.0	163.27	0.0	3.0	5.0	87.2878	1.0	0.0	0.0	0.611171595941156
CIDs00134600	COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O	294.30312	0.7801	3.0	7.0	118.72	0.0	1.0	9.0	73.8229	1.0	1.0	1.0	0.575663797970149
CIDs00016574	CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O	371.29948	-1.7445	1.0	11.0	155.88	0.0	1.0	8.0	81.2757	0.0	0.0	0.0	0.517133752810195
CIDs00000712	C=O	30.02598	0.451	0.0	1.0	17.07	0.0	0.0	0.0	7.51	1.0	0.0	1.0	0.377601425429133
CIDs00006075	CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1	310.45638	4.634	0.0	2.0	31.78	0.0	2.0	2.0	101.484	1.0	1.0	1.0	0.809385584549027
CIDs00004947	CCCOC(=O)c1cc(O)c(O)c(O)c1	212.19928	1.3702	3.0	5.0	86.99	0.0	1.0	4.0	53.4045	1.0	0.0	1.0	0.517938409234593
CIDs00114864	CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1	206.28082	3.0732	1.0	2.0	37.3	0.0	1.0	4.0	62.1808	1.0	0.0	1.0	0.821591952555848
CIDs00003601	C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21	502.73208	8.2396	0.0	0.0	0.0	2.0	4.0	9.0	160.4828	0.0	0.0	1.0	0.159663725589249
CIDs00014781	O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[OH-]	522.470223	-1.7251	15.0	13.0	271.94	0.0	0.0	0.0	56.9565	0.0	0.0	0.0	0.124607647507612
CIDs10473088	CC[C@@H](O)/C=C/C=C\C[C@@H](O)/C=C/C=C/C=C\[C@@H](O)CCCC(=O)O	350.4492	2.9051	4.0	5.0	97.99	0.0	0.0	13.0	101.1412	1.0	1.0	0.0	0.38294558338823
CIDs11978790	COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1	534.5323096	4.7702	1.0	8.0	77.21	0.0	8.0	5.0	150.1817	0.0	0.0	1.0	0.338564667051103
CIDs00178103	CCCOc1ccc2c(c1)[C@@H](c1ccc(OC)cc1OCCO)[C@H](C(=O)O)[C@H]2c1ccc2c(c1)OCO2	506.5437	4.562	2.0	8.0	103.68	0.0	3.0	10.0	135.7416	0.0	0.0	1.0	0.412519297593889
CIDs00006338	C=CCl	62.49822	1.3687	0.0	0.0	0.0	0.0	0.0	0.0	16.05	1.0	0.0	1.0	0.397568385857604
CIDs00002197	COc1ccc(C2C(=O)c3ccccc3C2=O)cc1	252.26468	2.858	0.0	3.0	43.37	0.0	2.0	2.0	70.889	1.0	0.0	1.0	0.771768065632668
CIDs05311071	CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@@]21C	398.66424	7.7209	1.0	1.0	20.23	0.0	0.0	5.0	129.8478	0.0	0.0	1.0	0.469871525091364
CIDs09961434	COCCOCCOCCOCCOC(=O)OC[n+]1ccc(N/C(=N/CCCCCCOc2ccc(Cl)cc2)NC#N)cc1	638.15206	4.55168	3.0	12.0	165.74	1.0	2.0	27.0	170.6101	0.0	0.0	0.0	0.031274301964753
CIDs00004762	CC1NCCOC1c1ccccc1	177.2429	2.0648	1.0	2.0	21.26	0.0	1.0	1.0	56.3237	1.0	0.0	1.0	0.708640572249583
CIDs18444613	COc1ccc(-c2ccc(OCc3cc(C(=O)NS(=O)(=O)c4ccccc4C)oc3C)cc2)nc1	492.54356	6.1364	1.0	8.0	116.11	0.0	4.0	9.0	130.1462	0.0	0.0	1.0	0.296271063228452
CIDs11241908	CCCn1cnc(C[C@H](CCCN)C(=O)O)c1	239.31404	1.9756	2.0	5.0	81.14	0.0	1.0	8.0	66.5832	1.0	0.0	1.0	0.724550539784698
CIDs05359596	[AsH3]													
CIDs00003598	Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl	406.90354	6.609	2.0	2.0	40.46	0.0	2.0	2.0	90.001	0.0	0.0	1.0	0.550696442941635
CIDs00204109	O=C1NC(=O)C(Cc2ccc3cc(OCc4ccccc4F)ccc3c2)S1	381.4200432	4.7808	1.0	5.0	80.7	0.0	4.0	5.0	107.2547	1.0	1.0	1.0	0.537960625878781
CIDs00440707	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO	346.4605	2.8108	2.0	4.0	74.6	0.0	0.0	2.0	96.3726	1.0	1.0	1.0	0.806167140559288
CIDs09853654	CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O	767.89146	4.175	8.0	16.0	276.21	0.0	4.0	27.0	202.2964	0.0	0.0	0.0	0.0422583821410479
CIDs09576912	Nc1nc(N/N=C/C2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	391.4249	0.6522	5.0	11.0	163.93	0.0	3.0	5.0	102.3925	0.0	0.0	0.0	0.306231697759542
CIDs00439655	O=C(O)[C@@H](O)[C@H](O)C(=O)O	150.08684	-2.1226	4.0	6.0	115.06	0.0	0.0	3.0	27.2092	1.0	0.0	1.0	0.36522998034472
CIDs00003794	COc1cc2ncnc(Nc3ccc(O)cc3)c2cc1OC	297.3086	3.1692	2.0	5.0	76.5	0.0	4.0	4.0	84.0887	1.0	1.0	1.0	0.565759897443616
CIDs00161930	O=C1NC(c2cccc([N+](=O)[O-])c2)=CCN1c1ccccc1O	311.29212	3.7881	2.0	4.0	98.39	0.0	2.0	3.0	94.0397	1.0	1.0	1.0	0.665167550140864
CIDs05469318	CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)O	358.5374	6.8961	1.0	3.0	62.6	0.0	1.0	10.0	110.9983	0.0	0.0	1.0	0.365420338754841
CIDs00027350	CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1	572.8619	6.0281	0.0	4.0	52.6	2.0	0.0	6.0	175.461	0.0	0.0	1.0	0.28822605079863
CIDs00002898	CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1	364.43426	5.3032	0.0	4.0	52.6	0.0	3.0	6.0	105.939	0.0	1.0	1.0	0.439655242123856
CIDs00002294	CCC1(CC)C(=O)NC(=O)NC1=O	184.19248	0.8164	2.0	5.0	75.27	0.0	0.0	2.0	52.6184	1.0	0.0	1.0	0.621121712415427
CIDs06918266	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)C(=O)[C@]1(C)OC	755.975360000001	4.5332	2.0	13.0	151.68	0.0	0.0	9.0	199.8776	0.0	0.0	0.0	0.317620951708875
CIDs00125782	Cc1c(S(=O)(=O)O)oc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C	374.40762	4.5754	1.0	6.0	110.03	0.0	4.0	1.0	94.5588	1.0	1.0	1.0	0.385716949584581
CIDs00024584	[Cl-].[Cl-].[Mg+2]													
CIDs00005416	[Kr]													
CIDs00003468	CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1	372.5258	4.4596	0.0	2.0	9.49	1.0	2.0	4.0	122.5954	1.0	1.0	1.0	0.733218182882449
CIDs00051044	CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N	363.4528	3.78108	3.0	4.0	81.07	0.0	4.0	8.0	106.8362	1.0	1.0	1.0	0.444930602231558
CIDs00108194	Nc1nc(=O)c2c([nH]1)NCC1CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)CN21	457.43992	0.7182	6.0	12.0	193.98	0.0	2.0	8.0	126.8476	0.0	0.0	0.0	0.325520786353049
CIDs51049972	O=C(O)[C@@H]1C[C@H]2C[C@@H](Oc3cccc(Cl)c3-c3nnn[nH]3)CC[C@H]2CN1	377.8254	2.4591	3.0	7.0	113.02	0.0	2.0	4.0	98.6392	1.0	1.0	1.0	0.749487628572888
CIDs00008275	C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O	224.25634	1.6186	2.0	5.0	75.27	0.0	0.0	4.0	66.5654	1.0	0.0	1.0	0.56027314230779
CIDs05311382	CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1	512.43088	5.8395	1.0	6.0	72.28	0.0	5.0	9.0	143.4827	0.0	0.0	1.0	0.267671088832092
CIDs00050192	CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1	602.89118	3.4269	0.0	6.0	59.08	2.0	0.0	6.0	189.083	0.0	0.0	1.0	0.343231768877012
CIDs00007027	O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	178.14	-3.0132	4.0	6.0	107.22	0.0	0.0	1.0	34.7742	1.0	0.0	1.0	0.318407033240977
CIDs54677972	Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1	335.33512	2.5741	2.0	8.0	121.12	0.0	2.0	3.0	84.7565	1.0	1.0	1.0	0.877486437329219
