chemical	protein	combined_score	ensgid	symbol
CIDs00000006	9606.ENSP00000431049	931	ENSG00000197448	GSTK1
CIDs00000006	9606.ENSP00000265498	908	ENSG00000085871	MGST2
CIDs00000006	9606.ENSP00000264246	800	ENSG00000121594	CD80
CIDs00000006	9606.ENSP00000263341	700	ENSG00000125538	IL1B
CIDs00000006	9606.ENSP00000263025	700	ENSG00000102882	MAPK3
CIDs00000006	9606.ENSP00000256594	918	ENSG00000134202	GSTM3
CIDs00000006	9606.ENSP00000256593	910	ENSG00000134201	GSTM5
CIDs00000006	9606.ENSP00000250151	700	ENSG00000129277	CCL4
CIDs00000006	9606.ENSP00000246657	824	ENSG00000126353	CCR7
CIDs00000006	9606.ENSP00000241337	932	ENSG00000213366	GSTM2
CIDs00000006	9606.ENSP00000229794	700	ENSG00000112062	MAPK14
CIDs00000006	9606.ENSP00000225831	700	ENSG00000108691	CCL2
CIDs00000006	9606.ENSP00000221130	952	ENSG00000104687	GSR
CIDs00000006	9606.ENSP00000215832	700	ENSG00000100030	MAPK1
CIDs00000006	9606.ENSP00000211122	955	ENSG00000174156	GSTA3
CIDs00000006	9606.ENSP00000010404	922	ENSG00000008394	MGST1
CIDs00000006	9606.ENSP00000284562	900	ENSG00000182793	GSTA5
CIDs00000006	9606.ENSP00000293272	700	ENSG00000161570	CCL5
CIDs00000006	9606.ENSP00000420168	955	ENSG00000244067	GSTA2
CIDs00000006	9606.ENSP00000301522	700	ENSG00000167815	PRDX2
CIDs00000006	9606.ENSP00000298510	700	ENSG00000165672	PRDX3
CIDs00000006	9606.ENSP00000398698	729	ENSG00000232810	TNF
CIDs00000006	9606.ENSP00000381607	937	ENSG00000084207	GSTP1
CIDs00000006	9606.ENSP00000370129	700	ENSG00000151632	AKR1C2
CIDs00000006	9606.ENSP00000361359	824	ENSG00000101017	CD40
CIDs00000006	9606.ENSP00000358851	914	ENSG00000168765	GSTM4
CIDs00000006	9606.ENSP00000358727	933	ENSG00000148834	GSTO1
CIDs00000006	9606.ENSP00000357066	800	ENSG00000118520	ARG1
CIDs00000006	9606.ENSP00000359998	954	ENSG00000170899	GSTA4
CIDs00000006	9606.ENSP00000353483	700	ENSG00000107643	MAPK8
CIDs00000006	9606.ENSP00000345023	929	ENSG00000065621	GSTO2
CIDs00000006	9606.ENSP00000340684	910	ENSG00000189221	MAOA
CIDs00000006	9606.ENSP00000335620	863	ENSG00000243955	GSTA1
CIDs00000006	9606.ENSP00000331614	800	ENSG00000185811	IKZF1
CIDs00000006	9606.ENSP00000311469	942	ENSG00000134184	GSTM1
CIDs00000006	9606.ENSP00000306512	938	ENSG00000169429	IL8
CIDs00000006	9606.ENSP00000354511	900	ENSG00000093010	COMT
CIDs00000040	9606.ENSP00000290573	841	ENSG00000159399	HK2
CIDs00000040	9606.ENSP00000206249	800	ENSG00000091831	ESR1
CIDs00000040	9606.ENSP00000265724	800	ENSG00000085563	ABCB1
CIDs00000040	9606.ENSP00000268035	800	ENSG00000140443	IGF1R
CIDs00000040	9606.ENSP00000270202	872	ENSG00000142208	AKT1
CIDs00000040	9606.ENSP00000276431	800	ENSG00000120889	TNFRSF10B
CIDs00000040	9606.ENSP00000306245	851	ENSG00000170345	FOS
CIDs00000040	9606.ENSP00000344411	819	ENSG00000169962	TAS1R3
CIDs00000040	9606.ENSP00000324173	840	ENSG00000044574	HSPA5
CIDs00000040	9606.ENSP00000338606	855	ENSG00000123415	SMUG1
CIDs00000040	9606.ENSP00000339527	800	ENSG00000118689	FOXO3
CIDs00000040	9606.ENSP00000358022	843	ENSG00000143384	MCL1
CIDs00000040	9606.ENSP00000358323	800	ENSG00000117289	TXNIP
CIDs00000040	9606.ENSP00000387662	828	ENSG00000115263	GCG
CIDs00000040	9606.ENSP00000311032	819	ENSG00000164305	CASP3
CIDs00000085	9606.ENSP00000287820	848	ENSG00000132170	PPARG
CIDs00000085	9606.ENSP00000200652	724	ENSG00000197208	SLC22A4
CIDs00000085	9606.ENSP00000216117	800	ENSG00000100292	HMOX1
CIDs00000085	9606.ENSP00000219700	800	ENSG00000103415	HMOX2
CIDs00000085	9606.ENSP00000245407	993	ENSG00000197375	SLC22A5
CIDs00000085	9606.ENSP00000255030	828	ENSG00000132693	CRP
CIDs00000085	9606.ENSP00000263182	933	ENSG00000129151	BBOX1
CIDs00000085	9606.ENSP00000265641	997	ENSG00000110090	CPT1A
CIDs00000085	9606.ENSP00000312189	977	ENSG00000205560	CPT1B
CIDs00000085	9606.ENSP00000326305	963	ENSG00000178537	SLC25A20
CIDs00000085	9606.ENSP00000333664	914	ENSG00000060971	ACAA1
CIDs00000085	9606.ENSP00000346827	913	ENSG00000143149	ALDH9A1
CIDs00000085	9606.ENSP00000349297	724	ENSG00000072778	ACADVL
CIDs00000085	9606.ENSP00000357915	954	ENSG00000004809	SLC22A16
CIDs00000085	9606.ENSP00000360541	989	ENSG00000157184	CPT2
CIDs00000085	9606.ENSP00000370473	800	ENSG00000146674	IGFBP3
CIDs00000085	9606.ENSP00000391826	800	ENSG00000167244	IGF2
CIDs00000085	9606.ENSP00000409612	724	ENSG00000117054	ACADM
CIDs00000085	9606.ENSP00000413575	980	ENSG00000005469	CROT
CIDs00000085	9606.ENSP00000315013	995	ENSG00000095321	CRAT
CIDs00000119	9606.ENSP00000305416	900	ENSG00000170989	S1PR1
CIDs00000119	9606.ENSP00000297469	917	ENSG00000164850	GPER
CIDs00000119	9606.ENSP00000298440	900	ENSG00000165621	OXGR1
CIDs00000119	9606.ENSP00000299267	975	ENSG00000166206	GABRB3
CIDs00000119	9606.ENSP00000299727	900	ENSG00000166573	GALR1
CIDs00000119	9606.ENSP00000300873	900	ENSG00000167414	GNG8
CIDs00000119	9606.ENSP00000302811	900	ENSG00000168412	MTNR1A
CIDs00000119	9606.ENSP00000302079	900	ENSG00000171860	C3AR1
CIDs00000119	9606.ENSP00000302150	826	ENSG00000172179	PRL
CIDs00000119	9606.ENSP00000302707	900	ENSG00000171051	FPR1
CIDs00000119	9606.ENSP00000297323	900	ENSG00000164742	ADCY1
CIDs00000119	9606.ENSP00000304414	900	ENSG00000172215	CXCR6
CIDs00000119	9606.ENSP00000305260	900	ENSG00000172354	GNB2
CIDs00000119	9606.ENSP00000301908	917	ENSG00000168081	PNOC
CIDs00000119	9606.ENSP00000297313	900	ENSG00000147509	RGS20
CIDs00000119	9606.ENSP00000295683	900	ENSG00000163464	CXCR1
CIDs00000119	9606.ENSP00000296028	900	ENSG00000163736	PPBP
CIDs00000119	9606.ENSP00000296027	900	ENSG00000163735	CXCL5
CIDs00000119	9606.ENSP00000296026	900	ENSG00000163734	CXCL3
CIDs00000119	9606.ENSP00000295454	983	ENSG00000163288	GABRB1
CIDs00000119	9606.ENSP00000295452	958	ENSG00000163285	GABRG1
CIDs00000119	9606.ENSP00000294117	900	ENSG00000162188	GNG3
CIDs00000119	9606.ENSP00000294016	900	ENSG00000162104	ADCY9
CIDs00000119	9606.ENSP00000293897	912	ENSG00000162009	SSTR5
CIDs00000119	9606.ENSP00000293778	900	ENSG00000161921	CXCL16
CIDs00000119	9606.ENSP00000293275	900	ENSG00000161573	CCL16
CIDs00000119	9606.ENSP00000293272	900	ENSG00000161570	CCL5
CIDs00000119	9606.ENSP00000292303	900	ENSG00000160791	CCR5
CIDs00000119	9606.ENSP00000292301	900	ENSG00000121807	CCR2
CIDs00000119	9606.ENSP00000296140	900	ENSG00000163823	CCR1
CIDs00000119	9606.ENSP00000305464	900	ENSG00000171388	APLN
CIDs00000119	9606.ENSP00000327724	900	ENSG00000185899	TAS2R60
CIDs00000119	9606.ENSP00000305651	900	ENSG00000169245	CXCL10
CIDs00000119	9606.ENSP00000330070	900	ENSG00000183971	NPW
CIDs00000119	9606.ENSP00000329684	900	ENSG00000182687	GALR2
CIDs00000119	9606.ENSP00000328708	900	ENSG00000182631	RXFP3
CIDs00000119	9606.ENSP00000328472	900	ENSG00000180739	S1PR5
CIDs00000119	9606.ENSP00000327875	900	ENSG00000184574	LPAR5
CIDs00000119	9606.ENSP00000292174	900	ENSG00000160683	CXCR5
CIDs00000119	9606.ENSP00000326432	900	ENSG00000179934	CCR8
CIDs00000119	9606.ENSP00000325548	907	ENSG00000133313	CNDP2
CIDs00000119	9606.ENSP00000324553	800	ENSG00000175697	GPR156
CIDs00000119	9606.ENSP00000324248	915	ENSG00000181195	PENK
CIDs00000119	9606.ENSP00000322924	911	ENSG00000179097	HTR1F
CIDs00000119	9606.ENSP00000320376	900	ENSG00000181631	P2RY13
CIDs00000119	9606.ENSP00000319984	908	ENSG00000181072	CHRM2
CIDs00000119	9606.ENSP00000319635	900	ENSG00000180871	CXCR2
CIDs00000119	9606.ENSP00000305613	900	ENSG00000168993	CPLX1
CIDs00000119	9606.ENSP00000316244	934	ENSG00000178394	HTR1A
CIDs00000119	9606.ENSP00000314214	908	ENSG00000220205	VAMP2
CIDs00000119	9606.ENSP00000313661	900	ENSG00000179546	HTR1D
CIDs00000119	9606.ENSP00000312999	913	ENSG00000114353	GNAI2
CIDs00000119	9606.ENSP00000312126	900	ENSG00000129467	ADCY4
CIDs00000119	9606.ENSP00000311405	900	ENSG00000174233	ADCY6
CIDs00000119	9606.ENSP00000308815	911	ENSG00000172724	CCL19
CIDs00000119	9606.ENSP00000308549	912	ENSG00000163485	ADORA1
CIDs00000119	9606.ENSP00000308361	900	ENSG00000174944	P2RY14
CIDs00000119	9606.ENSP00000307766	900	ENSG00000168830	HTR1E
CIDs00000119	9606.ENSP00000307713	900	ENSG00000168398	BDKRB2
CIDs00000119	9606.ENSP00000307259	900	ENSG00000169313	P2RY12
CIDs00000119	9606.ENSP00000306884	908	ENSG00000169248	CXCL11
CIDs00000119	9606.ENSP00000306512	900	ENSG00000169429	IL8
CIDs00000119	9606.ENSP00000305877	900	ENSG00000171596	NMUR1
CIDs00000119	9606.ENSP00000314649	728	ENSG00000112294	ALDH5A1
CIDs00000119	9606.ENSP00000287907	900	ENSG00000157219	HTR5A
CIDs00000119	9606.ENSP00000259271	997	ENSG00000136750	GAD2
CIDs00000119	9606.ENSP00000287641	942	ENSG00000157005	SST
CIDs00000119	9606.ENSP00000249041	900	ENSG00000128310	GALR3
CIDs00000119	9606.ENSP00000249016	900	ENSG00000128285	MCHR1
CIDs00000119	9606.ENSP00000248572	900	ENSG00000127928	GNGT1
CIDs00000119	9606.ENSP00000247883	900	ENSG00000127366	TAS2R5
CIDs00000119	9606.ENSP00000247881	900	ENSG00000127364	TAS2R4
CIDs00000119	9606.ENSP00000247879	900	ENSG00000127362	TAS2R3
CIDs00000119	9606.ENSP00000246657	900	ENSG00000126353	CCR7
CIDs00000119	9606.ENSP00000246115	900	ENSG00000125910	S1PR4
CIDs00000119	9606.ENSP00000245907	900	ENSG00000125730	C3
CIDs00000119	9606.ENSP00000242152	954	ENSG00000122585	NPY
CIDs00000119	9606.ENSP00000240691	900	ENSG00000121381	TAS2R9
CIDs00000119	9606.ENSP00000240687	900	ENSG00000121377	TAS2R7
CIDs00000119	9606.ENSP00000240619	900	ENSG00000121318	TAS2R10
CIDs00000119	9606.ENSP00000240615	900	ENSG00000121314	TAS2R8
CIDs00000119	9606.ENSP00000234961	900	ENSG00000116329	OPRD1
CIDs00000119	9606.ENSP00000231751	741	ENSG00000012223	LTF
CIDs00000119	9606.ENSP00000231188	900	ENSG00000113262	GRM6
CIDs00000119	9606.ENSP00000229264	900	ENSG00000111664	GNB3
CIDs00000119	9606.ENSP00000227378	900	ENSG00000109971	HSPA8
CIDs00000119	9606.ENSP00000226317	900	ENSG00000124875	CXCL6
CIDs00000119	9606.ENSP00000225992	917	ENSG00000108849	PPY
CIDs00000119	9606.ENSP00000223642	900	ENSG00000106804	C5
CIDs00000119	9606.ENSP00000222256	900	ENSG00000105649	RAB3A
CIDs00000119	9606.ENSP00000217420	944	ENSG00000101438	SLC32A1
CIDs00000119	9606.ENSP00000217305	934	ENSG00000101327	PDYN
CIDs00000119	9606.ENSP00000216629	900	ENSG00000100739	BDKRB1
CIDs00000119	9606.ENSP00000176183	914	ENSG00000069696	DRD4
CIDs00000119	9606.ENSP00000023897	995	ENSG00000022355	GABRA1
CIDs00000119	9606.ENSP00000014930	900	ENSG00000013583	HEBP1
CIDs00000119	9606.ENSP00000249284	900	ENSG00000128519	TAS2R16
CIDs00000119	9606.ENSP00000254235	900	ENSG00000121281	ADCY7
CIDs00000119	9606.ENSP00000254488	973	ENSG00000132164	SLC6A11
CIDs00000119	9606.ENSP00000254976	911	ENSG00000132639	SNAP25
CIDs00000119	9606.ENSP00000286758	900	ENSG00000156234	CXCL13
CIDs00000119	9606.ENSP00000286355	900	ENSG00000155897	ADCY8
CIDs00000119	9606.ENSP00000284981	909	ENSG00000142192	APP
CIDs00000119	9606.ENSP00000281806	900	ENSG00000152034	MCHR2
CIDs00000119	9606.ENSP00000280155	900	ENSG00000150594	ADRA2A
CIDs00000119	9606.ENSP00000274547	980	ENSG00000145864	GABRB2
CIDs00000119	9606.ENSP00000274545	971	ENSG00000145863	GABRA6
CIDs00000119	9606.ENSP00000272928	900	ENSG00000144476	CXCR7
CIDs00000119	9606.ENSP00000272644	900	ENSG00000144230	GPR17
CIDs00000119	9606.ENSP00000268251	997	ENSG00000183044	ABAT
CIDs00000119	9606.ENSP00000267377	907	ENSG00000139874	SSTR1
CIDs00000119	9606.ENSP00000265643	930	ENSG00000069482	GAL
CIDs00000119	9606.ENSP00000265572	934	ENSG00000082556	OPRK1
CIDs00000119	9606.ENSP00000265294	951	ENSG00000094755	GABRP
CIDs00000119	9606.ENSP00000287766	980	ENSG00000157103	SLC6A1
CIDs00000119	9606.ENSP00000265023	909	ENSG00000113889	KNG1
CIDs00000119	9606.ENSP00000264318	972	ENSG00000109158	GABRA4
CIDs00000119	9606.ENSP00000264218	900	ENSG00000109255	NMU
CIDs00000119	9606.ENSP00000261205	908	ENSG00000067715	SYT1
CIDs00000119	9606.ENSP00000260600	900	ENSG00000138031	ADCY3
CIDs00000119	9606.ENSP00000259631	900	ENSG00000213927	CCL27
CIDs00000119	9606.ENSP00000259607	912	ENSG00000137077	CCL21
CIDs00000119	9606.ENSP00000259455	996	ENSG00000136928	GABBR2
CIDs00000119	9606.ENSP00000330138	900	ENSG00000183473	SSTR3
CIDs00000119	9606.ENSP00000257497	900	ENSG00000135046	ANXA1
CIDs00000119	9606.ENSP00000257254	900	ENSG00000134817	APLNR
CIDs00000119	9606.ENSP00000257068	900	ENSG00000134640	MTNR1B
CIDs00000119	9606.ENSP00000256906	900	ENSG00000134489	HRH4
CIDs00000119	9606.ENSP00000255262	909	ENSG00000132911	NMUR2
CIDs00000119	9606.ENSP00000255008	909	ENSG00000132671	SSTR4
CIDs00000119	9606.ENSP00000264708	938	ENSG00000115138	POMC
CIDs00000119	9606.ENSP00000330284	900	ENSG00000183729	NPBWR1
CIDs00000119	9606.ENSP00000300406	900	ENSG00000167083	GNGT2
CIDs00000119	9606.ENSP00000331983	795	ENSG00000079691	LRRC16A
CIDs00000119	9606.ENSP00000384665	900	ENSG00000064547	LPAR2
CIDs00000119	9606.ENSP00000381339	913	ENSG00000214415	GNAT3
CIDs00000119	9606.ENSP00000380227	800	ENSG00000115232	ITGA4
CIDs00000119	9606.ENSP00000379895	979	ENSG00000171766	GATM
CIDs00000119	9606.ENSP00000379140	908	ENSG00000107562	CXCL12
CIDs00000119	9606.ENSP00000379110	900	ENSG00000163739	CXCL1
CIDs00000119	9606.ENSP00000378492	931	ENSG00000164082	GRM2
CIDs00000119	9606.ENSP00000375893	900	ENSG00000135898	GPR55
CIDs00000119	9606.ENSP00000375095	900	ENSG00000212128	TAS2R13
CIDs00000119	9606.ENSP00000375093	900	ENSG00000256436	TAS2R31
CIDs00000119	9606.ENSP00000375091	900	ENSG00000212124	TAS2R19
CIDs00000119	9606.ENSP00000375086	900	ENSG00000131142	CCL25
CIDs00000119	9606.ENSP00000375066	900	ENSG00000182782	HCAR2
CIDs00000119	9606.ENSP00000373169	923	ENSG00000151577	DRD3
CIDs00000119	9606.ENSP00000385834	763	ENSG00000091513	TF
CIDs00000119	9606.ENSP00000371932	900	ENSG00000169777	TAS2R1
CIDs00000119	9606.ENSP00000370571	711	ENSG00000180176	TH
CIDs00000119	9606.ENSP00000367959	722	ENSG00000102468	HTR2A
CIDs00000119	9606.ENSP00000367930	900	ENSG00000162881	OXER1
CIDs00000119	9606.ENSP00000367869	909	ENSG00000078369	GNB1
CIDs00000119	9606.ENSP00000367848	952	ENSG00000187730	GABRD
CIDs00000119	9606.ENSP00000366927	909	ENSG00000137124	ALDH1B1
CIDs00000119	9606.ENSP00000366233	973	ENSG00000204681	GABBR1
CIDs00000119	9606.ENSP00000366061	900	ENSG00000204640	NMS
CIDs00000119	9606.ENSP00000365576	900	ENSG00000135018	UBQLN1
CIDs00000119	9606.ENSP00000363643	900	ENSG00000186912	P2RY4
CIDs00000119	9606.ENSP00000363596	900	ENSG00000188822	CNR2
CIDs00000119	9606.ENSP00000363431	900	ENSG00000204174	PPYR1
CIDs00000119	9606.ENSP00000363411	900	ENSG00000242616	GNG10
CIDs00000119	9606.ENSP00000331912	965	ENSG00000182256	GABRG3
CIDs00000119	9606.ENSP00000371594	900	ENSG00000176533	GNG7
CIDs00000119	9606.ENSP00000362795	900	ENSG00000186810	CXCR3
CIDs00000119	9606.ENSP00000386029	973	ENSG00000111886	GABRR2
CIDs00000119	9606.ENSP00000386201	900	ENSG00000221855	TAS2R41
CIDs00000119	9606.ENSP00000468991	900	ENSG00000269028	MTRNR2L12
CIDs00000119	9606.ENSP00000466933	900	ENSG00000267534	S1PR2
CIDs00000119	9606.ENSP00000451030	900	ENSG00000182732	RGS6
CIDs00000119	9606.ENSP00000450353	900	ENSG00000257767	ENSG00000257767
CIDs00000119	9606.ENSP00000448219	910	ENSG00000257138	TAS2R38
CIDs00000119	9606.ENSP00000444736	900	ENSG00000256188	TAS2R30
CIDs00000119	9606.ENSP00000441949	900	ENSG00000212127	TAS2R14
CIDs00000119	9606.ENSP00000441624	900	ENSG00000255837	TAS2R20
CIDs00000119	9606.ENSP00000441600	900	ENSG00000183625	CCR3
CIDs00000119	9606.ENSP00000436714	900	ENSG00000255398	HCAR3
CIDs00000119	9606.ENSP00000436450	900	ENSG00000226761	TAS2R46
CIDs00000119	9606.ENSP00000431719	900	ENSG00000255374	TAS2R43
CIDs00000119	9606.ENSP00000428417	900	ENSG00000079841	RIMS1
CIDs00000119	9606.ENSP00000427279	900	ENSG00000081041	CXCL2
CIDs00000119	9606.ENSP00000386069	900	ENSG00000184160	ADRA2C
CIDs00000119	9606.ENSP00000424040	900	ENSG00000212126	TAS2R50
CIDs00000119	9606.ENSP00000419361	900	ENSG00000173175	ADCY5
CIDs00000119	9606.ENSP00000417901	950	ENSG00000171723	GPHN
CIDs00000119	9606.ENSP00000412673	971	ENSG00000146276	GABRR1
CIDs00000119	9606.ENSP00000410732	981	ENSG00000113327	GABRG2
CIDs00000119	9606.ENSP00000409378	900	ENSG00000180720	CHRM4
CIDs00000119	9606.ENSP00000405095	900	ENSG00000236398	TAS2R39
CIDs00000119	9606.ENSP00000397181	909	ENSG00000117152	RGS4
CIDs00000119	9606.ENSP00000394624	953	ENSG00000112038	OPRM1
CIDs00000119	9606.ENSP00000389009	920	ENSG00000172508	CARNS1
CIDs00000119	9606.ENSP00000387281	908	ENSG00000222040	ADRA2B
CIDs00000119	9606.ENSP00000387123	913	ENSG00000164904	ALDH7A1
CIDs00000119	9606.ENSP00000386884	900	ENSG00000121966	CXCR4
CIDs00000119	9606.ENSP00000386229	907	ENSG00000169220	RGS14
CIDs00000119	9606.ENSP00000386210	900	ENSG00000221937	TAS2R40
CIDs00000119	9606.ENSP00000420194	909	ENSG00000036828	CASR
CIDs00000119	9606.ENSP00000362014	907	ENSG00000106976	DNM1
CIDs00000119	9606.ENSP00000363296	911	ENSG00000124493	GRM4
CIDs00000119	9606.ENSP00000360021	900	ENSG00000172380	GNG12
CIDs00000119	9606.ENSP00000360973	900	ENSG00000180772	AGTR2
CIDs00000119	9606.ENSP00000349478	900	ENSG00000196917	HCAR1
CIDs00000119	9606.ENSP00000349003	900	ENSG00000050628	PTGER3
CIDs00000119	9606.ENSP00000348918	900	ENSG00000173432	SAA1
CIDs00000119	9606.ENSP00000348897	986	ENSG00000151834	GABRA2
CIDs00000119	9606.ENSP00000347197	900	ENSG00000197405	C5AR1
CIDs00000119	9606.ENSP00000346827	921	ENSG00000143149	ALDH9A1
CIDs00000119	9606.ENSP00000345774	932	ENSG00000072210	ALDH3A2
CIDs00000119	9606.ENSP00000344173	911	ENSG00000179603	GRM8
CIDs00000119	9606.ENSP00000343428	900	ENSG00000125245	GPR18
CIDs00000119	9606.ENSP00000343027	913	ENSG00000127955	GNAI1
CIDs00000119	9606.ENSP00000342952	919	ENSG00000078295	ADCY2
CIDs00000119	9606.ENSP00000342560	900	ENSG00000101180	HRH3
CIDs00000119	9606.ENSP00000341821	900	ENSG00000187474	FPR3
CIDs00000119	9606.ENSP00000350256	900	ENSG00000173585	CCR9
CIDs00000119	9606.ENSP00000340191	900	ENSG00000171049	FPR2
CIDs00000119	9606.ENSP00000339377	900	ENSG00000164129	NPY5R
CIDs00000119	9606.ENSP00000339260	965	ENSG00000010379	SLC6A13
CIDs00000119	9606.ENSP00000336764	907	ENSG00000125510	OPRL1
CIDs00000119	9606.ENSP00000335592	981	ENSG00000186297	GABRA5
CIDs00000119	9606.ENSP00000334958	701	ENSG00000159753	RLTPR
CIDs00000119	9606.ENSP00000334448	900	ENSG00000186469	GNG2
CIDs00000119	9606.ENSP00000334050	900	ENSG00000186136	TAS2R42
CIDs00000119	9606.ENSP00000333194	900	ENSG00000171700	RGS19
CIDs00000119	9606.ENSP00000332812	900	ENSG00000183134	PTGDR2
CIDs00000119	9606.ENSP00000332766	900	ENSG00000183979	NPB
CIDs00000119	9606.ENSP00000332659	900	ENSG00000183813	CCR4
CIDs00000119	9606.ENSP00000332591	900	ENSG00000185149	NPY2R
CIDs00000119	9606.ENSP00000332504	900	ENSG00000184451	CCR10
CIDs00000119	9606.ENSP00000332225	907	ENSG00000183395	PMCH
CIDs00000119	9606.ENSP00000339393	900	ENSG00000112486	CCR6
CIDs00000119	9606.ENSP00000350348	923	ENSG00000196277	GRM7
CIDs00000119	9606.ENSP00000350198	900	ENSG00000180616	SSTR2
CIDs00000119	9606.ENSP00000350928	999	ENSG00000128683	GAD1
CIDs00000119	9606.ENSP00000359675	900	ENSG00000174021	GNG5
CIDs00000119	9606.ENSP00000359643	900	ENSG00000171517	LPAR3
CIDs00000119	9606.ENSP00000359353	961	ENSG00000102287	GABRE
CIDs00000119	9606.ENSP00000359334	968	ENSG00000011677	GABRA3
CIDs00000119	9606.ENSP00000359329	874	ENSG00000147402	GABRQ
CIDs00000119	9606.ENSP00000358963	912	ENSG00000135312	HTR1B
CIDs00000119	9606.ENSP00000358867	913	ENSG00000065135	GNAI3
CIDs00000119	9606.ENSP00000358783	900	ENSG00000125522	NPBWR2
CIDs00000119	9606.ENSP00000358730	900	ENSG00000121933	ADORA3
CIDs00000119	9606.ENSP00000358511	936	ENSG00000118432	CNR1
CIDs00000119	9606.ENSP00000358099	900	ENSG00000148908	RGS10
CIDs00000119	9606.ENSP00000357301	900	ENSG00000173080	RXFP4
CIDs00000119	9606.ENSP00000350878	900	ENSG00000213694	S1PR3
CIDs00000119	9606.ENSP00000356429	900	ENSG00000090104	RGS1
CIDs00000119	9606.ENSP00000355627	909	ENSG00000135744	AGT
CIDs00000119	9606.ENSP00000356430	900	ENSG00000150681	RGS18
CIDs00000119	9606.ENSP00000355523	900	ENSG00000182901	RGS7
CIDs00000119	9606.ENSP00000351671	900	ENSG00000115009	CCL20
CIDs00000119	9606.ENSP00000351682	922	ENSG00000150656	CNDP1
CIDs00000119	9606.ENSP00000351755	900	ENSG00000198121	LPAR1
CIDs00000119	9606.ENSP00000352702	954	ENSG00000111181	SLC6A12
CIDs00000119	9606.ENSP00000355556	900	ENSG00000168243	GNG4
CIDs00000119	9606.ENSP00000354111	900	ENSG00000101152	DNAJC5
CIDs00000119	9606.ENSP00000353198	909	ENSG00000131096	PYY
CIDs00000119	9606.ENSP00000354652	907	ENSG00000164128	NPY1R
CIDs00000119	9606.ENSP00000354859	937	ENSG00000149295	DRD2
CIDs00000119	9606.ENSP00000471569	967	ENSG00000269434	GABRR3
CIDs00000119	9606.ENSP00000354901	900	ENSG00000138755	CXCL9
CIDs00000119	9606.ENSP00000355156	900	ENSG00000198829	SUCNR1
CIDs00000119	9606.ENSP00000355316	924	ENSG00000198822	GRM3
CIDs00000119	9606.ENSP00000354416	900	ENSG00000151882	CCL28
CIDs00000138	9606.ENSP00000386284	949	ENSG00000148218	ALAD
CIDs00000138	9606.ENSP00000379895	963	ENSG00000171766	GATM
CIDs00000174	9606.ENSP00000209668	728	ENSG00000187758	ADH1A
CIDs00000174	9606.ENSP00000219700	839	ENSG00000103415	HMOX2
CIDs00000174	9606.ENSP00000241052	731	ENSG00000121691	CAT
CIDs00000174	9606.ENSP00000306606	765	ENSG00000196616	ADH1B
CIDs00000174	9606.ENSP00000420269	775	ENSG00000196344	ADH7
CIDs00000174	9606.ENSP00000265512	797	ENSG00000198099	ADH4
CIDs00000174	9606.ENSP00000430269	900	ENSG00000120915	EPHX2
CIDs00000175	9606.ENSP00000296499	900	ENSG00000164100	NDST3
CIDs00000175	9606.ENSP00000295897	912	ENSG00000163631	ALB
CIDs00000175	9606.ENSP00000295619	900	ENSG00000163421	PROK2
CIDs00000175	9606.ENSP00000295589	900	ENSG00000163394	CCKAR
CIDs00000175	9606.ENSP00000293636	846	ENSG00000139610	CELA1
CIDs00000175	9606.ENSP00000293330	900	ENSG00000161610	HCRT
CIDs00000175	9606.ENSP00000292513	900	ENSG00000160951	PTGER1
CIDs00000175	9606.ENSP00000292377	900	ENSG00000213420	GPC2
CIDs00000175	9606.ENSP00000290866	867	ENSG00000159640	ACE
CIDs00000175	9606.ENSP00000289371	822	ENSG00000158417	EIF5B
CIDs00000175	9606.ENSP00000289352	703	ENSG00000158406	HIST1H4H
CIDs00000175	9606.ENSP00000289248	800	ENSG00000158315	RHBDL2
CIDs00000175	9606.ENSP00000286548	900	ENSG00000156052	GNAQ
CIDs00000175	9606.ENSP00000285379	847	ENSG00000104267	CA2
CIDs00000175	9606.ENSP00000296504	910	ENSG00000164105	SAP30
CIDs00000175	9606.ENSP00000312029	818	ENSG00000175567	UCP2
CIDs00000175	9606.ENSP00000283131	916	ENSG00000153147	SMARCA5
CIDs00000175	9606.ENSP00000282753	907	ENSG00000152822	GRM1
CIDs00000175	9606.ENSP00000282018	900	ENSG00000152207	CYSLTR2
CIDs00000175	9606.ENSP00000281806	900	ENSG00000152034	MCHR2
CIDs00000175	9606.ENSP00000280357	822	ENSG00000150782	IL18
CIDs00000175	9606.ENSP00000279230	900	ENSG00000149782	PLCB3
CIDs00000175	9606.ENSP00000277942	900	ENSG00000148734	NPFFR1
CIDs00000175	9606.ENSP00000276414	909	ENSG00000147437	GNRH1
CIDs00000175	9606.ENSP00000276198	908	ENSG00000147246	HTR2C
CIDs00000175	9606.ENSP00000274793	912	ENSG00000146070	PLA2G7
CIDs00000175	9606.ENSP00000274335	900	ENSG00000145675	PIK3R1
CIDs00000175	9606.ENSP00000273430	907	ENSG00000144891	AGTR1
CIDs00000175	9606.ENSP00000272644	900	ENSG00000144230	GPR17
CIDs00000175	9606.ENSP00000272190	824	ENSG00000143839	REN
CIDs00000175	9606.ENSP00000283916	786	ENSG00000153802	TMPRSS11D
CIDs00000175	9606.ENSP00000284981	914	ENSG00000142192	APP
CIDs00000175	9606.ENSP00000296641	900	ENSG00000164220	F2RL2
