chemical	protein	combined_score	ensgid	symbol
CIDs00004495	9606.ENSP00000354612	985	ENSG00000095303	PTGS1
CIDs00004497	9606.ENSP00000302150	818	ENSG00000172179	PRL
CIDs00004497	9606.ENSP00000242057	800	ENSG00000106546	AHR
CIDs00004497	9606.ENSP00000264708	800	ENSG00000115138	POMC
CIDs00004497	9606.ENSP00000266376	919	ENSG00000151067	CACNA1C
CIDs00004497	9606.ENSP00000277120	800	ENSG00000148053	NTRK2
CIDs00004497	9606.ENSP00000287641	830	ENSG00000157005	SST
CIDs00004497	9606.ENSP00000288139	916	ENSG00000157388	CACNA1D
CIDs00004497	9606.ENSP00000301050	826	ENSG00000167535	CACNB3
CIDs00004497	9606.ENSP00000311032	728	ENSG00000164305	CASP3
CIDs00004497	9606.ENSP00000350024	800	ENSG00000174669	SLC29A2
CIDs00004497	9606.ENSP00000336528	802	ENSG00000144852	NR1I2
CIDs00004497	9606.ENSP00000337459	786	ENSG00000089250	NOS1
CIDs00004497	9606.ENSP00000337915	700	ENSG00000160868	CYP3A4
CIDs00004497	9606.ENSP00000341390	800	ENSG00000151623	NR3C2
CIDs00004497	9606.ENSP00000438949	831	ENSG00000182389	CACNB4
CIDs00004497	9606.ENSP00000355192	902	ENSG00000081248	CACNA1S
CIDs00004497	9606.ENSP00000358327	700	ENSG00000165806	CASP7
CIDs00004497	9606.ENSP00000365441	869	ENSG00000102001	CACNA1F
CIDs00004497	9606.ENSP00000377840	820	ENSG00000067191	CACNB1
CIDs00004497	9606.ENSP00000320025	820	ENSG00000165995	CACNB2
CIDs00004499	9606.ENSP00000222982	800	ENSG00000106258	CYP3A5
CIDs00004499	9606.ENSP00000266376	900	ENSG00000151067	CACNA1C
CIDs00004499	9606.ENSP00000320025	800	ENSG00000165995	CACNB2
CIDs00004499	9606.ENSP00000288139	878	ENSG00000157388	CACNA1D
CIDs00004499	9606.ENSP00000337915	818	ENSG00000160868	CYP3A4
CIDs00004499	9606.ENSP00000342007	766	ENSG00000140505	CYP1A2
CIDs00004499	9606.ENSP00000349320	800	ENSG00000153956	CACNA2D1
CIDs00004499	9606.ENSP00000355192	884	ENSG00000081248	CACNA1S
CIDs00004499	9606.ENSP00000337450	800	ENSG00000160870	CYP3A7
CIDs00004506	9606.ENSP00000303540	800	ENSG00000144285	SCN1A
CIDs00004506	9606.ENSP00000299267	800	ENSG00000166206	GABRB3
CIDs00004506	9606.ENSP00000295454	800	ENSG00000163288	GABRB1
CIDs00004506	9606.ENSP00000295452	800	ENSG00000163285	GABRG1
CIDs00004506	9606.ENSP00000274545	800	ENSG00000145863	GABRA6
CIDs00004506	9606.ENSP00000265294	800	ENSG00000094755	GABRP
CIDs00004506	9606.ENSP00000264318	800	ENSG00000109158	GABRA4
CIDs00004506	9606.ENSP00000263126	700	ENSG00000198610	AKR1C4
CIDs00004506	9606.ENSP00000023897	800	ENSG00000022355	GABRA1
CIDs00004506	9606.ENSP00000331912	800	ENSG00000182256	GABRG3
CIDs00004506	9606.ENSP00000274547	800	ENSG00000145864	GABRB2
CIDs00004506	9606.ENSP00000335592	800	ENSG00000186297	GABRA5
CIDs00004506	9606.ENSP00000369927	700	ENSG00000196139	AKR1C3
CIDs00004506	9606.ENSP00000348897	800	ENSG00000151834	GABRA2
CIDs00004506	9606.ENSP00000471569	800	ENSG00000269434	GABRR3
CIDs00004506	9606.ENSP00000412673	816	ENSG00000146276	GABRR1
CIDs00004506	9606.ENSP00000337915	700	ENSG00000160868	CYP3A4
CIDs00004506	9606.ENSP00000386029	800	ENSG00000111886	GABRR2
CIDs00004506	9606.ENSP00000370254	700	ENSG00000187134	AKR1C1
CIDs00004506	9606.ENSP00000410732	818	ENSG00000113327	GABRG2
CIDs00004506	9606.ENSP00000367848	800	ENSG00000187730	GABRD
CIDs00004506	9606.ENSP00000359353	800	ENSG00000102287	GABRE
CIDs00004506	9606.ENSP00000359334	800	ENSG00000011677	GABRA3
CIDs00004506	9606.ENSP00000359329	800	ENSG00000147402	GABRQ
CIDs00004506	9606.ENSP00000370129	700	ENSG00000151632	AKR1C2
CIDs00004507	9606.ENSP00000272190	929	ENSG00000143839	REN
CIDs00004507	9606.ENSP00000222982	816	ENSG00000106258	CYP3A5
CIDs00004507	9606.ENSP00000226021	800	ENSG00000108878	CACNG1
CIDs00004507	9606.ENSP00000263817	700	ENSG00000073734	ABCB11
CIDs00004507	9606.ENSP00000266376	985	ENSG00000151067	CACNA1C
CIDs00004507	9606.ENSP00000288139	879	ENSG00000157388	CACNA1D
CIDs00004507	9606.ENSP00000334198	800	ENSG00000196557	CACNA1H
CIDs00004507	9606.ENSP00000320025	824	ENSG00000165995	CACNB2
CIDs00004507	9606.ENSP00000337450	816	ENSG00000160870	CYP3A7
CIDs00004507	9606.ENSP00000337915	816	ENSG00000160868	CYP3A4
CIDs00004507	9606.ENSP00000349320	823	ENSG00000153956	CACNA2D1
CIDs00004507	9606.ENSP00000355192	919	ENSG00000081248	CACNA1S
CIDs00004507	9606.ENSP00000368683	819	ENSG00000078401	EDN1
CIDs00004507	9606.ENSP00000418081	818	ENSG00000007402	CACNA2D2
CIDs00004510	9606.ENSP00000218006	733	ENSG00000101890	GUCY2F
CIDs00004510	9606.ENSP00000220809	900	ENSG00000104368	PLAT
CIDs00004510	9606.ENSP00000245932	900	ENSG00000125753	VASP
CIDs00004510	9606.ENSP00000254854	786	ENSG00000132518	GUCY2D
CIDs00004510	9606.ENSP00000261170	786	ENSG00000070019	GUCY2C
CIDs00004510	9606.ENSP00000261733	997	ENSG00000111275	ALDH2
CIDs00004510	9606.ENSP00000272190	909	ENSG00000143839	REN
CIDs00004510	9606.ENSP00000275493	800	ENSG00000146648	EGFR
CIDs00004510	9606.ENSP00000286186	700	ENSG00000003400	CASP10
CIDs00004510	9606.ENSP00000311032	722	ENSG00000164305	CASP3
CIDs00004510	9606.ENSP00000297785	786	ENSG00000165092	ALDH1A1
CIDs00004510	9606.ENSP00000327251	942	ENSG00000007171	NOS2
CIDs00004510	9606.ENSP00000341083	786	ENSG00000159899	NPR2
CIDs00004510	9606.ENSP00000344456	700	ENSG00000168036	CTNNB1
CIDs00004510	9606.ENSP00000357669	959	ENSG00000169418	NPR1
CIDs00004510	9606.ENSP00000361405	700	ENSG00000100985	MMP9
CIDs00004510	9606.ENSP00000368856	900	ENSG00000086102	NFX1
CIDs00004510	9606.ENSP00000370744	800	ENSG00000123104	ITPR2
CIDs00004510	9606.ENSP00000410076	700	ENSG00000137752	CASP1
CIDs00004510	9606.ENSP00000297494	938	ENSG00000164867	NOS3
CIDs00004528	9606.ENSP00000225275	800	ENSG00000005381	MPO
CIDs00004528	9606.ENSP00000219833	989	ENSG00000103546	SLC6A2
CIDs00004528	9606.ENSP00000270349	998	ENSG00000142319	SLC6A3
CIDs00004528	9606.ENSP00000367309	838	ENSG00000069535	MAOB
CIDs00004528	9606.ENSP00000340684	828	ENSG00000189221	MAOA
CIDs00004528	9606.ENSP00000354859	856	ENSG00000149295	DRD2
CIDs00004528	9606.ENSP00000338345	745	ENSG00000145335	SNCA
CIDs00004539	9606.ENSP00000411532	915	ENSG00000131747	TOP2A
CIDs00004539	9606.ENSP00000396704	774	ENSG00000077097	TOP2B
CIDs00004539	9606.ENSP00000337915	800	ENSG00000160868	CYP3A4
CIDs00004539	9606.ENSP00000337450	800	ENSG00000160870	CYP3A7
CIDs00004539	9606.ENSP00000222982	800	ENSG00000106258	CYP3A5
CIDs00004543	9606.ENSP00000306662	962	ENSG00000170214	ADRA1B
CIDs00004543	9606.ENSP00000306490	958	ENSG00000168539	CHRM1
CIDs00004543	9606.ENSP00000289753	926	ENSG00000158748	HTR6
CIDs00004543	9606.ENSP00000280155	908	ENSG00000150594	ADRA2A
CIDs00004543	9606.ENSP00000276198	972	ENSG00000147246	HTR2C
CIDs00004543	9606.ENSP00000270349	820	ENSG00000142319	SLC6A3
CIDs00004543	9606.ENSP00000222982	723	ENSG00000106258	CYP3A5
CIDs00004543	9606.ENSP00000255380	948	ENSG00000133019	CHRM3
CIDs00004543	9606.ENSP00000229264	727	ENSG00000111664	GNB3
CIDs00004543	9606.ENSP00000219833	992	ENSG00000103546	SLC6A2
CIDs00004543	9606.ENSP00000217971	800	ENSG00000101856	PGRMC1
CIDs00004543	9606.ENSP00000311032	700	ENSG00000164305	CASP3
CIDs00004543	9606.ENSP00000261707	984	ENSG00000108576	SLC6A4
CIDs00004543	9606.ENSP00000316244	931	ENSG00000178394	HTR1A
CIDs00004543	9606.ENSP00000358327	700	ENSG00000165806	CASP7
CIDs00004543	9606.ENSP00000337915	935	ENSG00000160868	CYP3A4
CIDs00004543	9606.ENSP00000319984	948	ENSG00000181072	CHRM2
CIDs00004543	9606.ENSP00000409378	962	ENSG00000180720	CHRM4
CIDs00004543	9606.ENSP00000380247	988	ENSG00000196639	HRH1
CIDs00004543	9606.ENSP00000369960	978	ENSG00000120907	ADRA1A
CIDs00004543	9606.ENSP00000368766	962	ENSG00000171873	ADRA1D
CIDs00004543	9606.ENSP00000367959	981	ENSG00000102468	HTR2A
CIDs00004543	9606.ENSP00000372750	959	ENSG00000184984	CHRM5
CIDs00004543	9606.ENSP00000360317	759	ENSG00000138115	CYP2C8
CIDs00004543	9606.ENSP00000414303	828	ENSG00000176697	BDNF
CIDs00004543	9606.ENSP00000358301	852	ENSG00000043591	ADRB1
CIDs00004543	9606.ENSP00000354859	895	ENSG00000149295	DRD2
CIDs00004543	9606.ENSP00000353820	973	ENSG00000100197	CYP2D6
CIDs00004543	9606.ENSP00000342007	773	ENSG00000140505	CYP1A2
CIDs00004543	9606.ENSP00000360372	938	ENSG00000165841	CYP2C19
CIDs00004578	9606.ENSP00000369050	700	ENSG00000140465	CYP1A1
CIDs00004578	9606.ENSP00000355627	700	ENSG00000135744	AGT
CIDs00004578	9606.ENSP00000342007	700	ENSG00000140505	CYP1A2
CIDs00004578	9606.ENSP00000302111	992	ENSG00000170430	MGMT
CIDs00004583	9606.ENSP00000283916	786	ENSG00000153802	TMPRSS11D
CIDs00004583	9606.ENSP00000263817	723	ENSG00000073734	ABCB11
CIDs00004583	9606.ENSP00000268164	800	ENSG00000140557	ST8SIA2
CIDs00004583	9606.ENSP00000304845	700	ENSG00000241635	UGT1A1
CIDs00004583	9606.ENSP00000396704	774	ENSG00000077097	TOP2B
CIDs00004583	9606.ENSP00000362525	700	ENSG00000244122	UGT1A7
CIDs00004583	9606.ENSP00000363827	800	ENSG00000142798	HSPG2
CIDs00004583	9606.ENSP00000411532	915	ENSG00000131747	TOP2A
CIDs00004583	9606.ENSP00000418532	700	ENSG00000243135	UGT1A3
CIDs00004583	9606.ENSP00000346768	700	ENSG00000241119	UGT1A9
CIDs00004585	9606.ENSP00000276198	997	ENSG00000147246	HTR2C
CIDs00004585	9606.ENSP00000280155	910	ENSG00000150594	ADRA2A
CIDs00004585	9606.ENSP00000287907	857	ENSG00000157219	HTR5A
CIDs00004585	9606.ENSP00000289753	990	ENSG00000158748	HTR6
CIDs00004585	9606.ENSP00000302150	962	ENSG00000172179	PRL
CIDs00004585	9606.ENSP00000270202	943	ENSG00000142208	AKT1
CIDs00004585	9606.ENSP00000306245	856	ENSG00000170345	FOS
CIDs00004585	9606.ENSP00000306490	976	ENSG00000168539	CHRM1
CIDs00004585	9606.ENSP00000306662	947	ENSG00000170214	ADRA1B
CIDs00004585	9606.ENSP00000307766	861	ENSG00000168830	HTR1E
CIDs00004585	9606.ENSP00000306129	950	ENSG00000169676	DRD5
CIDs00004585	9606.ENSP00000265724	728	ENSG00000085563	ABCB1
CIDs00004585	9606.ENSP00000313661	925	ENSG00000179546	HTR1D
CIDs00004585	9606.ENSP00000263817	700	ENSG00000073734	ABCB11
CIDs00004585	9606.ENSP00000262186	845	ENSG00000055118	KCNH2
CIDs00004585	9606.ENSP00000261707	871	ENSG00000108576	SLC6A4
CIDs00004585	9606.ENSP00000258400	956	ENSG00000135914	HTR2B
CIDs00004585	9606.ENSP00000256906	859	ENSG00000134489	HRH4
CIDs00004585	9606.ENSP00000255380	954	ENSG00000133019	CHRM3
CIDs00004585	9606.ENSP00000250971	700	ENSG00000254647	INS
CIDs00004585	9606.ENSP00000247153	800	ENSG00000126759	CFP
CIDs00004585	9606.ENSP00000242152	814	ENSG00000122585	NPY
CIDs00004585	9606.ENSP00000181383	800	ENSG00000080618	CPB2
CIDs00004585	9606.ENSP00000176183	976	ENSG00000069696	DRD4
CIDs00004585	9606.ENSP00000023897	820	ENSG00000022355	GABRA1
CIDs00004585	9606.ENSP00000264708	818	ENSG00000115138	POMC
CIDs00004585	9606.ENSP00000316244	931	ENSG00000178394	HTR1A
CIDs00004585	9606.ENSP00000380247	999	ENSG00000196639	HRH1
CIDs00004585	9606.ENSP00000322924	935	ENSG00000179097	HTR1F
CIDs00004585	9606.ENSP00000319984	953	ENSG00000181072	CHRM2
CIDs00004585	9606.ENSP00000414303	852	ENSG00000176697	BDNF
CIDs00004585	9606.ENSP00000409378	964	ENSG00000180720	CHRM4
CIDs00004585	9606.ENSP00000387281	916	ENSG00000222040	ADRA2B
CIDs00004585	9606.ENSP00000386069	917	ENSG00000184160	ADRA2C
CIDs00004585	9606.ENSP00000373169	965	ENSG00000151577	DRD3
CIDs00004585	9606.ENSP00000372750	968	ENSG00000184984	CHRM5
CIDs00004585	9606.ENSP00000369960	941	ENSG00000120907	ADRA1A
CIDs00004585	9606.ENSP00000368766	764	ENSG00000171873	ADRA1D
CIDs00004585	9606.ENSP00000367959	999	ENSG00000102468	HTR2A
CIDs00004585	9606.ENSP00000366506	963	ENSG00000113749	HRH2
CIDs00004585	9606.ENSP00000365016	800	ENSG00000185950	IRS2
CIDs00004585	9606.ENSP00000372654	700	ENSG00000171885	AQP4
CIDs00004585	9606.ENSP00000358511	858	ENSG00000118432	CNR1
CIDs00004585	9606.ENSP00000358963	916	ENSG00000135312	HTR1B
CIDs00004585	9606.ENSP00000327652	985	ENSG00000184845	DRD1
CIDs00004585	9606.ENSP00000337949	956	ENSG00000148680	HTR7
CIDs00004585	9606.ENSP00000342007	984	ENSG00000140505	CYP1A2
CIDs00004585	9606.ENSP00000347754	961	ENSG00000166736	HTR3A
CIDs00004585	9606.ENSP00000353820	941	ENSG00000100197	CYP2D6
CIDs00004585	9606.ENSP00000324806	724	ENSG00000082701	GSK3B
CIDs00004585	9606.ENSP00000354859	987	ENSG00000149295	DRD2
CIDs00004585	9606.ENSP00000355523	835	ENSG00000182901	RGS7
CIDs00004585	9606.ENSP00000356591	800	ENSG00000057252	SOAT1
CIDs00004585	9606.ENSP00000358301	854	ENSG00000043591	ADRB1
CIDs00004585	9606.ENSP00000354476	700	ENSG00000198911	SREBF2
CIDs00004594	9606.ENSP00000300134	800	ENSG00000166888	STAT6
CIDs00004594	9606.ENSP00000295598	800	ENSG00000163399	ATP1A1
CIDs00004594	9606.ENSP00000285238	800	ENSG00000108846	ABCC3
CIDs00004594	9606.ENSP00000283916	786	ENSG00000153802	TMPRSS11D
CIDs00004594	9606.ENSP00000263817	757	ENSG00000073734	ABCB11
CIDs00004594	9606.ENSP00000262623	994	ENSG00000105675	ATP4A
CIDs00004594	9606.ENSP00000231449	800	ENSG00000113520	IL4
CIDs00004594	9606.ENSP00000242057	724	ENSG00000106546	AHR
CIDs00004594	9606.ENSP00000222982	828	ENSG00000106258	CYP3A5
CIDs00004594	9606.ENSP00000218548	969	ENSG00000075673	ATP12A
CIDs00004594	9606.ENSP00000216117	847	ENSG00000100292	HMOX1
CIDs00004594	9606.ENSP00000256857	814	ENSG00000134443	GRP
CIDs00004594	9606.ENSP00000303174	871	ENSG00000167165	UGT1A6
CIDs00004594	9606.ENSP00000306512	818	ENSG00000169429	IL8
CIDs00004594	9606.ENSP00000356436	700	ENSG00000116711	PLA2G4A
CIDs00004594	9606.ENSP00000311032	700	ENSG00000164305	CASP3
CIDs00004594	9606.ENSP00000324648	780	ENSG00000197408	CYP2B6
CIDs00004594	9606.ENSP00000326305	800	ENSG00000178537	SLC25A20
CIDs00004594	9606.ENSP00000331358	917	ENSG00000184502	GAST
CIDs00004594	9606.ENSP00000336528	763	ENSG00000144852	NR1I2
CIDs00004594	9606.ENSP00000337450	726	ENSG00000160870	CYP3A7
CIDs00004594	9606.ENSP00000337915	988	ENSG00000160868	CYP3A4
CIDs00004594	9606.ENSP00000342007	973	ENSG00000140505	CYP1A2
CIDs00004594	9606.ENSP00000355759	700	ENSG00000143799	PARP1
CIDs00004594	9606.ENSP00000360372	994	ENSG00000165841	CYP2C19
CIDs00004594	9606.ENSP00000369050	949	ENSG00000140465	CYP1A1
CIDs00004594	9606.ENSP00000431872	800	ENSG00000133112	TPT1
CIDs00004594	9606.ENSP00000304845	870	ENSG00000241635	UGT1A1
CIDs00004595	9606.ENSP00000306245	815	ENSG00000170345	FOS
CIDs00004595	9606.ENSP00000267377	800	ENSG00000139874	SSTR1
CIDs00004595	9606.ENSP00000347754	999	ENSG00000166736	HTR3A
CIDs00004595	9606.ENSP00000260191	908	ENSG00000149305	HTR3B
CIDs00004595	9606.ENSP00000222982	800	ENSG00000106258	CYP3A5
CIDs00004595	9606.ENSP00000316244	885	ENSG00000178394	HTR1A
CIDs00004595	9606.ENSP00000262352	800	ENSG00000106688	SLC1A1
CIDs00004595	9606.ENSP00000322617	827	ENSG00000178084	HTR3C
CIDs00004595	9606.ENSP00000353915	902	ENSG00000164270	HTR4
CIDs00004595	9606.ENSP00000337450	800	ENSG00000160870	CYP3A7
CIDs00004595	9606.ENSP00000337915	842	ENSG00000160868	CYP3A4
CIDs00004595	9606.ENSP00000342007	817	ENSG00000140505	CYP1A2
CIDs00004595	9606.ENSP00000353820	831	ENSG00000100197	CYP2D6
CIDs00004595	9606.ENSP00000358963	860	ENSG00000135312	HTR1B
CIDs00004595	9606.ENSP00000371929	832	ENSG00000186090	HTR3D
CIDs00004595	9606.ENSP00000394624	868	ENSG00000112038	OPRM1
CIDs00004595	9606.ENSP00000335511	831	ENSG00000186038	HTR3E
CIDs00004601	9606.ENSP00000306490	783	ENSG00000168539	CHRM1
CIDs00004601	9606.ENSP00000263269	800	ENSG00000105464	GRIN2D
CIDs00004601	9606.ENSP00000319984	732	ENSG00000181072	CHRM2
CIDs00004601	9606.ENSP00000252945	728	ENSG00000130649	CYP2E1
CIDs00004601	9606.ENSP00000234389	800	ENSG00000116032	GRIN3B
CIDs00004601	9606.ENSP00000255380	780	ENSG00000133019	CHRM3
CIDs00004601	9606.ENSP00000324648	947	ENSG00000197408	CYP2B6
CIDs00004601	9606.ENSP00000219833	821	ENSG00000103546	SLC6A2
CIDs00004601	9606.ENSP00000337915	912	ENSG00000160868	CYP3A4
CIDs00004601	9606.ENSP00000409378	799	ENSG00000180720	CHRM4
CIDs00004601	9606.ENSP00000390600	800	ENSG00000185313	SCN10A
CIDs00004601	9606.ENSP00000380247	926	ENSG00000196639	HRH1
CIDs00004601	9606.ENSP00000332679	900	ENSG00000197838	CYP2A13
CIDs00004601	9606.ENSP00000360608	800	ENSG00000176884	GRIN1
CIDs00004601	9606.ENSP00000355155	800	ENSG00000198785	GRIN3A
CIDs00004601	9606.ENSP00000342007	700	ENSG00000140505	CYP1A2
CIDs00004601	9606.ENSP00000372750	791	ENSG00000184984	CHRM5
CIDs00004604	9606.ENSP00000221740	786	ENSG00000105141	CASP14
CIDs00004614	9606.ENSP00000356438	800	ENSG00000073756	PTGS2
CIDs00004614	9606.ENSP00000354612	856	ENSG00000095303	PTGS1
CIDs00004614	9606.ENSP00000287820	700	ENSG00000132170	PPARG
CIDs00004615	9606.ENSP00000237612	800	ENSG00000118777	ABCG2
CIDs00004615	9606.ENSP00000311032	800	ENSG00000164305	CASP3
CIDs00004615	9606.ENSP00000226730	800	ENSG00000109471	IL2
CIDs00004615	9606.ENSP00000353820	938	ENSG00000100197	CYP2D6
CIDs00004615	9606.ENSP00000380247	949	ENSG00000196639	HRH1
CIDs00004615	9606.ENSP00000337915	700	ENSG00000160868	CYP3A4
CIDs00004616	9606.ENSP00000324648	835	ENSG00000197408	CYP2B6
CIDs00004616	9606.ENSP00000023897	800	ENSG00000022355	GABRA1
CIDs00004616	9606.ENSP00000264318	800	ENSG00000109158	GABRA4
CIDs00004616	9606.ENSP00000265294	800	ENSG00000094755	GABRP
CIDs00004616	9606.ENSP00000274545	800	ENSG00000145863	GABRA6
CIDs00004616	9606.ENSP00000274547	800	ENSG00000145864	GABRB2
CIDs00004616	9606.ENSP00000295452	800	ENSG00000163285	GABRG1
CIDs00004616	9606.ENSP00000295454	800	ENSG00000163288	GABRB1
CIDs00004616	9606.ENSP00000299267	800	ENSG00000166206	GABRB3
CIDs00004616	9606.ENSP00000304811	750	ENSG00000171234	UGT2B7
CIDs00004616	9606.ENSP00000331912	800	ENSG00000182256	GABRG3
CIDs00004616	9606.ENSP00000359329	800	ENSG00000147402	GABRQ
CIDs00004616	9606.ENSP00000341045	733	ENSG00000196620	UGT2B15
CIDs00004616	9606.ENSP00000346768	769	ENSG00000241119	UGT1A9
CIDs00004616	9606.ENSP00000348897	800	ENSG00000151834	GABRA2
CIDs00004616	9606.ENSP00000359334	800	ENSG00000011677	GABRA3
CIDs00004616	9606.ENSP00000367848	800	ENSG00000187730	GABRD
CIDs00004616	9606.ENSP00000386029	800	ENSG00000111886	GABRR2
CIDs00004616	9606.ENSP00000410732	800	ENSG00000113327	GABRG2
CIDs00004616	9606.ENSP00000412673	800	ENSG00000146276	GABRR1
CIDs00004616	9606.ENSP00000471569	800	ENSG00000269434	GABRR3
CIDs00004616	9606.ENSP00000335592	800	ENSG00000186297	GABRA5
CIDs00004616	9606.ENSP00000359353	800	ENSG00000102287	GABRE
CIDs00004631	9606.ENSP00000358301	952	ENSG00000043591	ADRB1
CIDs00004631	9606.ENSP00000343782	921	ENSG00000188778	ADRB3
CIDs00004631	9606.ENSP00000305372	954	ENSG00000169252	ADRB2
CIDs00004631	9606.ENSP00000272190	954	ENSG00000143839	REN
CIDs00004632	9606.ENSP00000372025	701	ENSG00000197971	MBP
CIDs00004633	9606.ENSP00000336528	700	ENSG00000144852	NR1I2
CIDs00004633	9606.ENSP00000390600	800	ENSG00000185313	SCN10A
CIDs00004634	9606.ENSP00000409378	955	ENSG00000180720	CHRM4
CIDs00004634	9606.ENSP00000255380	990	ENSG00000133019	CHRM3
CIDs00004634	9606.ENSP00000306490	983	ENSG00000168539	CHRM1
CIDs00004634	9606.ENSP00000314420	819	ENSG00000179094	PER1
CIDs00004634	9606.ENSP00000263817	700	ENSG00000073734	ABCB11
CIDs00004634	9606.ENSP00000319984	975	ENSG00000181072	CHRM2
CIDs00004634	9606.ENSP00000353720	800	ENSG00000198848	CES1
CIDs00004634	9606.ENSP00000360317	700	ENSG00000138115	CYP2C8
CIDs00004634	9606.ENSP00000372750	909	ENSG00000184984	CHRM5
CIDs00004634	9606.ENSP00000317842	700	ENSG00000172831	CES2
CIDs00004636	9606.ENSP00000307766	956	ENSG00000168830	HTR1E
CIDs00004636	9606.ENSP00000258400	917	ENSG00000135914	HTR2B
CIDs00004636	9606.ENSP00000280155	994	ENSG00000150594	ADRA2A
CIDs00004636	9606.ENSP00000282091	800	ENSG00000152266	PTH
CIDs00004636	9606.ENSP00000306662	973	ENSG00000170214	ADRA1B
CIDs00004636	9606.ENSP00000313661	988	ENSG00000179546	HTR1D
CIDs00004636	9606.ENSP00000276198	929	ENSG00000147246	HTR2C
CIDs00004636	9606.ENSP00000339958	711	ENSG00000010322	NISCH
CIDs00004636	9606.ENSP00000358963	993	ENSG00000135312	HTR1B
CIDs00004636	9606.ENSP00000367959	935	ENSG00000102468	HTR2A
CIDs00004636	9606.ENSP00000368766	972	ENSG00000171873	ADRA1D
CIDs00004636	9606.ENSP00000369960	986	ENSG00000120907	ADRA1A
CIDs00004636	9606.ENSP00000386069	984	ENSG00000184160	ADRA2C
CIDs00004636	9606.ENSP00000387281	979	ENSG00000222040	ADRA2B
CIDs00004636	9606.ENSP00000316244	836	ENSG00000178394	HTR1A
CIDs00004641	9606.ENSP00000364257	800	ENSG00000188784	PLA2G2E
CIDs00004641	9606.ENSP00000295897	911	ENSG00000163631	ALB
CIDs00004642	9606.ENSP00000319984	800	ENSG00000181072	CHRM2
CIDs00004642	9606.ENSP00000306490	800	ENSG00000168539	CHRM1
CIDs00004642	9606.ENSP00000255380	800	ENSG00000133019	CHRM3
CIDs00004644	9606.ENSP00000363832	899	ENSG00000138356	AOX1
CIDs00004644	9606.ENSP00000368727	983	ENSG00000158125	XDH
CIDs00004644	9606.ENSP00000366797	743	ENSG00000197891	SLC22A12
CIDs00004649	9606.ENSP00000443194	967	ENSG00000171428	NAT1
CIDs00004649	9606.ENSP00000364257	800	ENSG00000188784	PLA2G2E
CIDs00004649	9606.ENSP00000363512	800	ENSG00000012779	ALOX5
CIDs00004649	9606.ENSP00000359424	800	ENSG00000213341	CHUK
CIDs00004649	9606.ENSP00000356438	800	ENSG00000073756	PTGS2
CIDs00004671	9606.ENSP00000363596	897	ENSG00000188822	CNR2
CIDs00004671	9606.ENSP00000358511	710	ENSG00000118432	CNR1
CIDs00004671	9606.ENSP00000258743	814	ENSG00000136244	IL6
CIDs00004671	9606.ENSP00000243167	720	ENSG00000117480	FAAH
CIDs00004671	9606.ENSP00000231449	800	ENSG00000113520	IL4
CIDs00004673	9606.ENSP00000225964	711	ENSG00000108821	COL1A1
CIDs00004673	9606.ENSP00000216115	700	ENSG00000100290	BIK
CIDs00004673	9606.ENSP00000311032	700	ENSG00000164305	CASP3
CIDs00004673	9606.ENSP00000349078	977	ENSG00000160752	FDPS
CIDs00004673	9606.ENSP00000348786	728	ENSG00000116473	RAP1A
CIDs00004673	9606.ENSP00000363965	708	ENSG00000162551	ALPL
CIDs00004673	9606.ENSP00000355759	700	ENSG00000143799	PARP1
CIDs00004673	9606.ENSP00000330237	700	ENSG00000132906	CASP9
CIDs00004679	9606.ENSP00000216117	826	ENSG00000100292	HMOX1
CIDs00004679	9606.ENSP00000218548	942	ENSG00000075673	ATP12A
CIDs00004679	9606.ENSP00000221740	786	ENSG00000105141	CASP14
CIDs00004679	9606.ENSP00000261207	800	ENSG00000058272	PPP1R12A
CIDs00004679	9606.ENSP00000262623	942	ENSG00000105675	ATP4A
CIDs00004679	9606.ENSP00000295598	819	ENSG00000163399	ATP1A1
CIDs00004679	9606.ENSP00000260682	912	ENSG00000138109	CYP2C9
CIDs00004679	9606.ENSP00000337915	918	ENSG00000160868	CYP3A4
CIDs00004679	9606.ENSP00000342007	824	ENSG00000140505	CYP1A2
CIDs00004679	9606.ENSP00000360372	935	ENSG00000165841	CYP2C19
CIDs00004679	9606.ENSP00000361125	800	ENSG00000112715	VEGFA
CIDs00004679	9606.ENSP00000369050	800	ENSG00000140465	CYP1A1
CIDs00004679	9606.ENSP00000380252	800	ENSG00000116044	NFE2L2
CIDs00004679	9606.ENSP00000431872	800	ENSG00000133112	TPT1
CIDs00004679	9606.ENSP00000296122	800	ENSG00000213639	PPP1CB
CIDs00004680	9606.ENSP00000297313	900	ENSG00000147509	RGS20
CIDs00004680	9606.ENSP00000297323	900	ENSG00000164742	ADCY1
CIDs00004680	9606.ENSP00000297469	900	ENSG00000164850	GPER
CIDs00004680	9606.ENSP00000298440	900	ENSG00000165621	OXGR1
CIDs00004680	9606.ENSP00000302707	900	ENSG00000171051	FPR1
CIDs00004680	9606.ENSP00000301908	900	ENSG00000168081	PNOC
CIDs00004680	9606.ENSP00000302079	900	ENSG00000171860	C3AR1
CIDs00004680	9606.ENSP00000302811	900	ENSG00000168412	MTNR1A
CIDs00004680	9606.ENSP00000296140	900	ENSG00000163823	CCR1
CIDs00004680	9606.ENSP00000299727	900	ENSG00000166573	GALR1
