STITCH ID	Drug status	Phase	OGE_CGE	OGE	Expression	CGE	Network	Chemical	OGE_CGE_Network_Expression	OGE_CGE_Network_Expression_Chemical
CIDs02826718	approved	Phase 4	0.7326970726169255	0.632264705882353	0.6474264705882353	0.6899109328975371	0.1497941176470588	0.5264733660130719	0.5588101731601731	0.3577242647058823
CIDs03000226	approved	Phase 4	0.0585542168674698	0.6486943775100402	0.4631807228915663	0.0012048192771084	0.0843734939759036	0.3715386976477338	0.1233150602409638	0.2035662650602409
CIDs03000322	approved	Phase 4	0.673282400535972	0.8968181818181817	0.9432857142857144	0.6175714285714285	0.7102857142857143	0.6979047928262214	0.699303440880596	0.7099612554112554
CIDs03000715	approved	Phase 4	0.4643046245249948	0.9078765432098764	0.5448518518518519	0.4229382716049382	0.9248641975308642	0.6920195767195767	0.5453647594175373	0.7292604938271604
CIDs03001028	approved	Phase 4	0.7039819047619048	0.1693722222222222	0.8547001597277089	0.0780666666666667	0.3057985185185185	0.5521761772486773	0.7805814982856649	0.7991333333333333
CIDs03001322	unapproved	Phase 3	0.0490323716573716	0.0486457523207523	0.0630990990990991	0.0273423423423423	0.0016846846846846	0.2648415165165165	0.0391700745436039	0.2361261261261261
CIDs03002190	approved	Phase 4	0.9122484010270776	0.5347955882352942	0.8885588235294117	0.5489117647058823	0.5172205882352942	0.4626289215686274	0.5996521243870508	0.6557205882352941
CIDs03002977	approved	Phase 4	0.6796653693181818	0.3257116215728716	0.162725	0.4159	0.34665	0.2819726488095238	0.3013863201024874	0.2269375
CIDs03008319	unapproved	Phase 1	0.3121405585492939	0.3193887115906969	0.3343442014064367	0.3235792014064367	0.3266942014064367	0.3326153333333333	0.3136107193443812	0.29223
CIDs03009355	unapproved	Phase 3	0.568980419522607	0.814168360793108	0.64253125	0.4355672947167892	0.7113645833333333	0.3983886863425925	0.5074534289410209	0.4527135416666666
CIDs03010818	approved	Phase 4	0.5445862068965517	0.6104942528735632	0.8071191023535852	0.0708045977011494	0.2111609195402298	0.5461783388067871	0.7396030025211059	0.719103448275862
CIDs03022644	approved	Phase 4	0.9319098094035594	0.9420119047619048	0.933616539115646	0.9213095238095238	0.9975357142857144	0.2166418083900227	0.9328953097070218	0.6033928571428572
CIDs03025803	unapproved	Phase 3	0.5714345186948128	0.4102679738562091	0.0366078431372549	0.9474901960784314	0.0382647058823529	0.4348055322128851	0.2755747209489856	0.3240882352941177
CIDs03025986	unapproved	Phase 1	0.4603983050847458	0.8579576271186441	0.0952627118644067	0.0018305084745762	0.346457627118644	0.4551523204196933	0.1618827683615819	0.1724915254237288
CIDs03032285	approved	Phase 4	0.2624616355116355	0.5036477477477478	0.9761351351351352	0.0074054054054054	0.8118918918918918	0.7390221846846846	0.323948595023595	0.5524594594594594
CIDs03032325	approved	Phase 4	0.3767793370681606	0.2342068007809184	0.5289655322128851	0.3274361204481792	0.4843890616246499	0.3383723809523809	0.4176632636970873	0.2235529411764705
CIDs03033825	unapproved	Phase 3	0.4135926425159934	0.4405277777777777	0.8874221340388007	0.0935706449928672	0.1834259259259259	0.657966545414462	0.4466243102618993	0.7456778549382717
CIDs03033968	unapproved	Phase 3	0.6678712905452037	0.9921080262249828	0.2972260869565217	0.7233913043478261	0.7217391304347827	0.7517952898550725	0.5215403157470548	0.7242669565217391
CIDs03034010	approved	Phase 4	0.6520547263681592	0.9133432835820896	0.152865671641791	0.9750597014925372	0.5012985074626867	0.4103019900497512	0.4039873667377399	0.5112164179104478
CIDs03035714	unapproved	Phase 2	0.2208436086662379	0.0800086206896552	0.166	0.0423130541871921	0.1265513546798029	0.2303014265188834	0.2104829609393	0.3091637931034482
CIDs03035850	unapproved	Phase 2	0.8852058823529412	0.3814330532212885	0.5294285714285715	0.7563529411764706	0.8318423469387756	0.2700424369747899	0.4095277218675761	0.4394285714285714
CIDs03036505	approved	Phase 4	0.5493035747926412	0.4879682492024884	0.949951184725098	0.8883553140096618	0.0773933966999184	0.4545006901311249	0.4591067818642946	0.5075410628019323
CIDs03036780	approved	Phase 4	0.5180269941147164	0.8489216823551126	0.4131736434108527	0.7538837209302326	0.2851511627906977	0.752729485049834	0.4473510829688587	0.8222529069767442
CIDs03037233	unapproved	Phase 2	0.0995337366441299	0.5072897494203674	0.0863483146067415	0.0048722360036966	0.2912808988764045	0.357442883895131	0.1492886475019173	0.2215730337078651
CIDs03037617	unapproved	Phase 2	0.6349976415094339	0.2615471698113207	0.2493959418987721	0.0298584905660377	0.9881132075471698	0.457592115902965	0.7224830637915544	0.5465
CIDs03038497	approved	Phase 4	0.8333081232015235	0.7430750725900116	0.987126756678281	0.9197629922922606	0.1184024390243902	0.7466672764227642	0.6778084617333697	0.6897967479674797
CIDs03038522	unapproved	Phase 2	0.3766258410220531	0.0371662818662818	0.5617777777777778	0.3187979797979798	0.2090808080808081	0.3126363636363636	0.323800024050024	0.1529494949494949
CIDs03038525	unapproved	Phase 2	0.7127671591693331	0.3853941123188406	0.8499782608695652	0.3883152173913043	0.0401816770186335	0.1476896739130435	0.2019456349117634	0.2229130434782608
CIDs03052762	approved	Phase 4	0.5529078847481022	0.4326440560647082	0.5303188405797101	0.5499077718175545	0.324695652173913	0.3054557971014492	0.700411303914723	0.3858019323671497
CIDs03052775	approved	Phase 4	0.1919945037458735	0.524677397260274	0.0145479452054794	0.4956575342465753	0.1918767123287671	0.6764231082844097	0.2910319308545336	0.5374634703196347
CIDs03055171	unapproved	Phase 2	0.1082262124668703	0.2024740306653475	0.1044960537367116	0.1074484346890925	0.1044008156414735	0.5583708881330309	0.1060756228977093	0.5937177777777778
CIDs03075702	unapproved	Phase 2	0.7137617149921837	0.6645520833333333	0.3553645833333334	0.641	0.3094895833333334	0.473771164021164	0.5894466273599086	0.6335799603174603
CIDs03081185	unapproved	Phase 2	0.6235991244583081	0.2248572393617787	0.947908163265306	0.7127601635892452	0.980265306122449	0.7752050534499514	0.5922266558979569	0.6606530612244897
CIDs03081362	approved	Phase 4	0.0471605822045338	0.0233709677419355	0.070758064516129	0.0173548387096774	0.0048225806451612	0.6024005376344086	0.049961335125448	0.636983870967742
