STITCH ID	Drug status	Phase	CGE	OGE_CGE	Chemical	OGE	OGE_CGE_Network_Expression	OGE_CGE_Network_Expression_Chemical
CIDs00001088	unapproved	Phase 2	0.078551724137931	0.4925632183908046	0.3516238733807699	0.2092874309598447	0.5737330459770115	0.5815057471264368
CIDs00001090	approved	Phase 4	0.49259375	0.3258838423295454	0.4807630580357143	0.783375	0.3896429129464285	0.51096875
CIDs00001117	approved	Phase 4	0.186134712383576	0.4457799963924964	0.7829289398312126	0.6936969696969697	0.5393017857142857	0.5867777777777778
CIDs00001123	approved	Phase 4	0.924661971830986	0.3711537558685446	0.4915258215962441	0.1174225352112676	0.5652893277692573	0.477015006706908
CIDs00001130	approved	Phase 4	0.0880298507462686	0.4251791044776119	0.6970063610518834	0.6094179104477613	0.2090755904543218	0.6364323383084577
CIDs00001140	unapproved	Phase 2	0.425108108108108	0.8438808676121756	0.4558777348777348	0.5546820648410121	0.9033568716370188	0.6041126126126126
CIDs00001175	unapproved	Phase 2	0.9973068181818182	0.6168662878787878	0.362425946969697	0.5376500340253181	0.3859755185786435	0.4638181818181818
CIDs00001176	approved	Phase 4	0.9991685393258428	0.8139451310861424	0.528782584269663	0.8847968326929002	0.8205589138252142	0.4821029962546816
CIDs00001234	unapproved	Phase 2	0.009348623853211	0.7402795725935634	0.3629351463521188	0.9320914641169228	0.6242327908839377	0.5074954128440367
CIDs00001254	approved	Phase 4	0.5475833333333333	0.3410119047619047	0.2352609504913076	0.7272483843537415	0.5925696995464852	0.7258683673469387
CIDs00001355	unapproved	Phase 2	0.2783646208969024	0.4806283171521036	0.5978719640930806	0.9974757281553398	0.6546265873015873	0.5253961087995069
CIDs00001493	unapproved	Phase 2	0.6480190476190476	0.6067831694231695	0.429506753590325	0.8233609901738472	0.6483310862127126	0.657118253968254
CIDs00001569	approved	Phase 4	0.6576617647058824	0.7947638097475421	0.7269016806722689	0.8502441468230441	0.5945245495161265	0.6531482843137254
CIDs00001614	unapproved	Phase 1	0.3087872366522366	0.7518893171767095	0.6976653787878787	0.4702630735930736	0.7793381496192459	0.8005521212121212
