STITCH ID	Drug status	Phase	CGE	OGE_CGE	Chemical	OGE	OGE_CGE_Network_Expression	OGE_CGE_Network_Expression_Chemical
CIDs00004114	approved	Phase 4	0.8118000000000001	0.7146321700521701	0.7168828571428572	0.999195641025641	0.740056067479529	0.6690358974358974
CIDs00004116	approved	Phase 4	0.9201882352941176	0.693520588235294	0.6573792623716153	0.4209904789654789	0.7629245246333827	0.7634794117647059
CIDs00004121	approved	Phase 4	0.592551724137931	0.3541724137931034	0.7818601669403394	0.7124942528735633	0.3643204955982039	0.822264367816092
CIDs00004138	unapproved	Phase 1	0.4778266483516483	0.7232167467948718	0.7287430173992674	0.1855804716117216	0.3878601481051	0.5478064102564102
CIDs00004139	approved	Phase 4	0.2837123287671233	0.805104794520548	0.6083592302674495	0.3901917808219178	0.9013839856490542	0.574904109589041
CIDs00004158	approved	Phase 4	0.937782608695652	0.860943311479181	0.8528220554405337	0.9967818265470438	0.8983017646604603	0.8644492753623189
CIDs00004162	approved	Phase 4	0.4223423199767712	0.3550776032910179	0.5560016550522647	0.4282628774680604	0.4054285342029244	0.6808830720092915
CIDs00004167	approved	Phase 4	0.7521639518830902	0.7526988356040204	0.8292897702104096	0.7519662774644855	0.7529130709810465	0.8260058139534884
CIDs00004168	approved	Phase 4	0.9974324324324324	0.7048648648648648	0.68494703989704	0.0554632882882883	0.751379912513736	0.6934788288288288
CIDs00004170	approved	Phase 4	0.3653048780487805	0.7695748257839722	0.5125505516840883	0.1285243902439024	0.4609906706944817	0.5197670731707317
CIDs00004171	approved	Phase 4	0.4123518315018315	0.3771347968697969	0.8315931868131868	0.9599076923076922	0.8961322104391335	0.8335102564102563
CIDs00004173	approved	Phase 4	0.9965647058823528	0.6253058823529413	0.581052273216979	0.1770962745098039	0.544884218141949	0.4882760784313725
CIDs00004174	approved	Phase 4	0.375695652173913	0.8092513269339356	0.8046011732229124	0.8598329192546583	0.7000267093180995	0.847331884057971
CIDs00004178	approved	Phase 4	0.0460316455696202	0.3589870202933494	0.6100513987419052	0.8810759493670887	0.6587676572021509	0.7310635623869801
CIDs00004184	approved	Phase 4	0.6316321978021978	0.6590461538461538	0.6827465995115994	0.0427076923076923	0.791933724053724	0.8378
CIDs00004189	approved	Phase 4	0.8100011321052328	0.6782680342384888	0.7227452380952382	0.5385627293341579	0.8721790882277894	0.6550909090909091
CIDs00004192	approved	Phase 4	0.1700394530502964	0.5445078313253012	0.7607918674698795	0.8427951807228915	0.7457391185454438	0.8033775100401607
CIDs00004195	approved	Phase 4	0.2777493884704559	0.3093955903335116	0.6669973381487426	0.2437262841091493	0.629281087935161	0.7358294988407347
CIDs00004197	approved	Phase 4	0.2873247069597069	0.6215608424908424	0.6580756043956044	0.7074	0.7434712037962038	0.6433661538461539
CIDs00004199	approved	Phase 4	0.9303461538461536	0.5029973631781325	0.6733954517704518	0.6248589743589743	0.5098945775608672	0.7606025641025641
CIDs00004205	approved	Phase 4	0.7421907365041518	0.8468462455087775	0.3705893719806763	0.4524842995169082	0.9013121645665124	0.8420326086956522
CIDs00004235	approved	Phase 4	0.5951358024691358	0.7374378765610248	0.7399523809523809	0.7891347638986527	0.7776904620091439	0.8619753086419752
CIDs00004236	approved	Phase 4	0.3146946519432839	0.4723093853820598	0.6647643687707642	0.2263963178294573	0.7655172570561363	0.8772945736434109
CIDs00004266	unapproved	Phase 1	0.8919099099099098	0.3657783276783277	0.5348647576147576	0.8055225225225225	0.599938270988271	0.6585899399399399
CIDs00004284	approved	Phase 4	0.8810405405405406	0.4332027027027027	0.7743919884169884	0.4941081081081081	0.7744787596037596	0.7626313063063063
CIDs00004386	unapproved	Phase 1	0.6677728333333333	0.1860815675713175	0.730634	0.5088453571428571	0.3236312936669454	0.6300487857142857
CIDs00004409	approved	Phase 4	0.0917536231884058	0.5914820550222724	0.514367132505176	0.2682682884748102	0.782838485347181	0.7198830917874396
CIDs00004418	unapproved	Phase 3	0.6392696629213483	0.858692883895131	0.4280488228999465	0.7592359550561798	0.6662610574837263	0.4086067415730337
CIDs00004421	approved	Phase 4	0.1968095238095238	0.1059299382716049	0.5569718442932728	0.1323071994376617	0.1071196915518344	0.4839208238851096
CIDs00004440	approved	Phase 4	0.8457051282051282	0.6938967449217449	0.5559504578754579	0.8605980333936216	0.5842745508942624	0.4852684065934065
CIDs00004449	approved	Phase 4	0.1638732394366197	0.6222276532934983	0.4784647551978538	0.4106619718309859	0.9140009897965884	0.6214084507042253
CIDs00004456	approved	Phase 4	0.6236306193835559	0.6234622649531761	0.7725366787221217	0.37943547216152	0.6259154295101382	0.7829451476793249
CIDs00004463	approved	Phase 4	0.8819829774223068	0.768893469978531	0.2042159988385598	0.0773705574912892	0.6453876562800342	0.4205365853658537
CIDs00004472	approved	Phase 4	0.9493333333333334	0.4125483871452621	0.4607310185185185	0.7872083333333334	0.5218087553284921	0.3989722222222222
CIDs00004473	approved	Phase 4	0.9968690476190476	0.620475992063492	0.4888757936507937	0.7722976190476191	0.8431779641654642	0.6523571428571429
CIDs00004477	approved	Phase 4	0.2700659340659341	0.5374194008372579	0.5481388119816691	0.8427042080934938	0.5046737885130742	0.4676126373626373
CIDs00004485	approved	Phase 4	0.9572878787878788	0.887050505050505	0.5899868686868687	0.6501363636363636	0.7354696397546279	0.7024545454545454
CIDs00004494	unapproved	Phase 3	0.8743232323232323	0.0884724156793229	0.5940542087542088	0.039608276487822	0.4947682455302999	0.580949494949495
CIDs00004495	approved	Phase 4	0.0220514991181657	0.3796206055261611	0.610769346462865	0.1548658436213991	0.5420459288653733	0.6681810699588477
CIDs00004497	approved	Phase 4	0.9999125	0.6726472985347985	0.461240625	0.6384632291666666	0.7603063590576091	0.5437000000000001
CIDs00004499	approved	Phase 4	0.1387317073170731	0.3458055673682287	0.4602852013162988	0.2008823844515918	0.710263757888453	0.681280487804878
CIDs00004506	approved	Phase 4	0.3065647058823529	0.7872902673796791	0.6298694817927171	0.3717981512605042	0.7133117515491045	0.7991173529411765
CIDs00004507	approved	Phase 4	0.9523740836003824	0.7139728762579411	0.5717109616573902	0.3063153679653679	0.8664292354110537	0.7202987012987013
CIDs00004510	approved	Phase 4	0.4575441335978836	0.8314600673400674	0.5226939814814815	0.308075	0.4534733531746032	0.5112472222222222
CIDs00004528	approved	Phase 4	0.7439428571428571	0.2163374834036179	0.42706231292517	0.881425389095032	0.2422229491528545	0.6183428571428571
CIDs00004539	approved	Phase 4	0.7795375	0.6543125	0.7012064880952381	0.9498817509920634	0.708376805746337	0.68316875
CIDs00004543	approved	Phase 4	0.6218470588235294	0.5461564705882352	0.8586439449112979	0.7417529411764706	0.8395479492403023	0.9305176470588234
CIDs00004578	unapproved	Phase 3	0.9430140350877192	0.2677989223057644	0.522581954887218	0.1954	0.3860565835531857	0.4493684210526315
CIDs00004583	approved	Phase 4	0.1920759493670886	0.7231867088607594	0.7651011151295961	0.8384177215189873	0.6337563409867207	0.6526417721518988
CIDs00004585	approved	Phase 4	0.6451244618395303	0.6254447488584475	0.6738400032615787	0.8411833007175472	0.8170180049782789	0.7622739726027398
CIDs00004594	approved	Phase 4	0.9081204819277108	0.6798129948364888	0.5967720883534137	0.6512650602409639	0.5213285505659	0.4947469879518072
CIDs00004595	approved	Phase 4	0.2435263157894736	0.589463091440723	0.6368414160401002	0.6082763157894737	0.7702951547356153	0.7582105263157896
CIDs00004601	approved	Phase 4	0.2514459459459459	0.6551143625518625	0.8767297940797941	0.9605666666666668	0.770943234993235	0.8353704954954955
CIDs00004604	unapproved	Phase 3	0.8734574907482833	0.5345323351995227	0.3014061393467643	0.4509038461538461	0.4016523780698625	0.5208857142857143
CIDs00004614	approved	Phase 4	0.9738319899544898	0.3518414923210275	0.6587124470899471	0.0005444444444444	0.4463723397045946	0.5193333333333333
CIDs00004615	approved	Phase 4	0.7636486486486487	0.4387006756756756	0.3752421171171171	0.3730935006435006	0.595172835910336	0.5771756756756756
CIDs00004616	approved	Phase 4	0.1486455696202531	0.5420980311355311	0.8275523508137432	0.9187848101265824	0.8113526755574723	0.8789411392405064
CIDs00004631	approved	Phase 4	0.4590892244261493	0.8456047707091452	0.8769708559373116	0.7091566455696203	0.8357212102144642	0.8379126582278481
CIDs00004632	approved	Phase 4	0.499215175099536	0.7478142189614474	0.6835219932844934	0.7011199175824177	0.4313985099323334	0.5071752136752137
CIDs00004633	approved	Phase 4	0.3898720085470085	0.7249454877209686	0.7531850122100122	0.9057564102564104	0.6553976100110716	0.6758858974358974
CIDs00004634	approved	Phase 4	0.9146913580246914	0.6291834001389557	0.5997973331195553	0.9952222222222222	0.9406476296941984	0.7978446502057613
CIDs00004636	approved	Phase 4	0.7822317073170731	0.9149014227642276	0.7815367160278747	0.7942548780487805	0.5154194576426284	0.8849136178861788
CIDs00004641	approved	Phase 4	0.8808247087425661	0.6346114173597319	0.531916622574956	0.8002975308641975	0.8046034889445492	0.6413827160493827
CIDs00004642	approved	Phase 4	0.9784318930041151	0.9678238865729608	0.429964050558495	0.9391059082892416	0.9609254236524388	0.579570987654321
CIDs00004644	approved	Phase 4	0.6624444444444444	0.6841666666666666	0.3524687665343915	0.4641944444444444	0.8237561317413404	0.52359375
CIDs00004649	approved	Phase 4	0.6579078947368421	0.4726188088592693	0.6321294172932331	0.5443851503759398	0.5454252506265664	0.6825532894736842
CIDs00004671	unapproved	Phase 2	0.9402053571428572	0.4657630681818182	0.4896574829931973	0.5062723943333775	0.6501763162185037	0.544546130952381
CIDs00004673	approved	Phase 4	0.0902502746212121	0.575673878968254	0.5940971726190476	0.2092218353174603	0.4678868601190477	0.5544125
CIDs00004679	approved	Phase 4	0.1388579726569728	0.4290358095238095	0.2924479365079365	0.8806933333333334	0.6108099456186515	0.3506399999999999
CIDs00004688	approved	Phase 4	0.8222394366197183	0.6979249496981892	0.6196807176391683	0.4446617370892018	0.4354756610369286	0.6405211267605634
CIDs00004723	approved	Phase 4	0.4034131623931624	0.3533879784318245	0.51148	0.3312098242908424	0.4544840431551856	0.5746610378510378
CIDs00004735	approved	Phase 4	0.1063915275200989	0.1579777674706246	0.4807948258091115	0.5708625766008882	0.3381392869035726	0.456
CIDs00004736	approved	Phase 4	0.7660874556064735	0.7657687576079367	0.8616077572964669	0.7658160383834196	0.7657396281650977	0.8596989247311828
CIDs00004737	approved	Phase 4	0.9896585365853658	0.5588937177400949	0.8536280778164925	0.7755535657093584	0.714276871095388	0.8622319105691058
CIDs00004740	approved	Phase 4	0.9202527967646388	0.8929446541676418	0.2880853696741854	0.9997039473684212	0.7947067375424283	0.5351842105263158
CIDs00004744	unapproved	Phase 3	0.4461788352290983	0.6656288220551378	0.8202546198830409	0.7583426843916318	0.6860059113530088	0.8374491228070176
CIDs00004746	approved	Phase 4	0.3435777777777777	0.5543831084656085	0.6427787566137566	0.2369689578322911	0.7094104892765187	0.69255
CIDs00004747	approved	Phase 4	0.939794871794872	0.6690624912124913	0.3621741568616568	0.7664085382210383	0.5545844979272864	0.6000961538461538
CIDs00004748	approved	Phase 4	0.5212159090909091	0.5916906373929101	0.427514696067821	0.7404976719303423	0.6895987668748365	0.660409090909091
CIDs00004753	approved	Phase 4	0.8942564102564102	0.6202407412032412	0.6788526556776556	0.4625949907642215	0.6824362445424946	0.6866641483516484
CIDs00004754	approved	Phase 4	0.9546847096644564	0.8842893933071148	0.5401371157323689	0.9947051386377336	0.8541213690370322	0.6012061784207354
CIDs00004756	approved	Phase 4	0.8890921052631579	0.6191581714703425	0.7844543337510443	0.4648212643350801	0.692592624590322	0.6309497807017543
CIDs00004761	approved	Phase 4	0.8505191157983107	0.8505191157983107	0.7766022321428572	0.8505191157983107	0.8505191157983107	0.8406125
CIDs00004762	approved	Phase 4	0.7830670765027322	0.3848871710765394	0.5648482825917253	0.3493885245901639	0.545705146479401	0.4030792349726775
CIDs00004763	approved	Phase 4	0.3797647058823529	0.3208035247432306	0.7501725490196078	0.6160578431372549	0.7457252270605211	0.834483137254902
CIDs00004764	approved	Phase 4	0.0338	0.5251670897753041	0.6282117006802721	0.8160929081632653	0.361162902494331	0.5896476190476191
CIDs00004768	approved	Phase 4	0.1500333333333333	0.5735954166666667	0.7163204761904762	0.0294352232142857	0.5559724439796315	0.79856125
CIDs00004771	approved	Phase 4	0.9258333333333332	0.5125012566137567	0.8177751443001443	0.981704964690192	0.6734233867009531	0.8091818181818181
CIDs00004775	approved	Phase 4	0.0638526570048308	0.3098865431669779	0.7346607890499195	0.850747818767384	0.1892766390614216	0.4035188405797101
CIDs00004781	approved	Phase 4	0.7625911007806918	0.7291506382847471	0.7828010660980811	0.9878828373533598	0.7643269002970495	0.8413432835820895
CIDs00004810	approved	Phase 4	0.2001724137931034	0.148367816091954	0.5512198412698412	0.4811609195402298	0.283522837985769	0.6179714559386973
CIDs00004814	approved	Phase 4	0.1750519841269841	0.3914673038229376	0.2172692823608316	0.0994084507042253	0.2912366950733148	0.2430704225352112
CIDs00004826	approved	Phase 4	0.4896183118247428	0.4859179656016559	0.7713785714285714	0.9990533751962324	0.415749831490049	0.7081318681318681
CIDs00004828	approved	Phase 4	0.3919814814814814	0.5160555555555556	0.6258607142857143	0.7116473398001175	0.8636403634160944	0.6482172839506172
CIDs00004829	approved	Phase 4	0.988	0.7645333333333333	0.4654468354430379	0.6875443037974683	0.7121984629294755	0.4793628691983122
CIDs00004830	unapproved	Phase 3	0.281228813559322	0.5385472255851493	0.6035099475383374	0.6132497441118204	0.7628128732849072	0.7044237288135593
CIDs00004831	approved	Phase 4	0.9880382673551348	0.932776678141136	0.578591341556703	0.8240374967402077	0.8576427019723389	0.5015421686746988
CIDs00004837	approved	Phase 4	0.4385454545454545	0.1955466776994756	0.5565397340754483	0.0345844155844155	0.5028062299533078	0.6164545454545455
CIDs00004839	approved	Phase 4	0.7437534246575342	0.2803650586587733	0.8150566862361383	0.106720739154301	0.6071480761757481	0.4811769406392694
CIDs00004845	approved	Phase 4	0.5032125054237202	0.5032766845281978	0.6977802475716656	0.503336199453571	0.5032739708239916	0.7723000000000001
CIDs00004849	approved	Phase 4	0.9354210526315788	0.7622736842105263	0.3268744110275689	0.9771405388471176	0.5379213334017204	0.5193608771929825
CIDs00004850	approved	Phase 4	0.414281690140845	0.6821621094085883	0.8149044265593561	0.2502676056338028	0.6389266338903663	0.8393098591549296
CIDs00004870	approved	Phase 4	0.7253684210526316	0.9037308408331436	0.6802836399711399	0.7935596092503987	0.5999061222326457	0.6393739035087719
CIDs00004883	approved	Phase 4	0.7267931034482759	0.81394779315003	0.7735919129720854	0.9157561550452776	0.8227326167220224	0.7725929118773945
CIDs00004890	approved	Phase 4	0.8116958485958486	0.7015619995744995	0.6734460317460317	0.8263067918192919	0.9036785232929464	0.8486923076923076
CIDs00004893	approved	Phase 4	0.9457008847625452	0.7107166248821422	0.3825673508483853	0.9635847518700968	0.7717119397524569	0.5592413793103449
CIDs00004906	approved	Phase 4	0.988849315068493	0.9636604640222792	0.7462699880408784	0.9636179549902152	0.9696431155982528	0.7228105022831051
CIDs00004908	approved	Phase 4	0.6854536231744406	0.8401236257446257	0.608504328042328	0.7519276810966812	0.8633559865319864	0.7349866666666667
CIDs00004909	approved	Phase 4	0.5113582089552239	0.8144411336176262	0.7228765813788202	0.6292619402985075	0.8383692605901562	0.7964498400852879
CIDs00004911	approved	Phase 4	0.7865522388059701	0.4228358208955223	0.732569776119403	0.7906231106372897	0.7602834906801325	0.8560810945273631
CIDs00004912	approved	Phase 4	0.5773943661971831	0.7987264811088756	0.2642246478873239	0.9234307511737088	0.8036030516431925	0.4320845070422535
CIDs00004913	approved	Phase 4	0.5467385416666667	0.7925180478896104	0.7730683482142857	0.52785	0.7742401420454545	0.8008385416666666
CIDs00004914	approved	Phase 4	0.1059444444444444	0.3527800417411679	0.7971248346560846	0.5886229503870193	0.5478013124582257	0.7698171296296297
CIDs00004916	unapproved	Phase 3	0.6004869760146476	0.6007528900697284	0.5735180687830688	0.6008536773071823	0.6007763138373189	0.6660807407407408
CIDs00004917	approved	Phase 4	0.680253395906167	0.5117965479666702	0.6352854739548403	0.9152704225352112	0.7243561113286051	0.7579154929577464
CIDs00004919	approved	Phase 4	0.7474854224184933	0.7481977511856165	0.8786804957599478	0.7472388470760275	0.748214407474533	0.8451780821917808
CIDs00004922	approved	Phase 4	0.7575657894736842	0.4562572838345864	0.6434897556390977	0.8897904562542721	0.3609738834565847	0.5337885964912281
CIDs00004926	approved	Phase 4	0.3970375	0.5221697916666667	0.9422341666666666	0.954881755952381	0.8580643736471861	0.964475
CIDs00004927	approved	Phase 4	0.9682602257399368	0.7072895434812101	0.9319148148148148	0.7073277777777778	0.8988842228142228	0.9389333333333334
CIDs00004932	approved	Phase 4	0.9103661971830984	0.4436865450875186	0.626344131455399	0.924181628660854	0.7404848253467972	0.6627957746478873
CIDs00004934	approved	Phase 4	0.8638040854978355	0.7976966976024029	0.7302220833333333	0.5882065178571428	0.8893353391590348	0.7496479166666667
CIDs00004935	approved	Phase 4	0.7890833333333334	0.825251565756774	0.7964500826719577	0.5317916666666667	0.8449518718549969	0.6940381944444445
CIDs00004940	approved	Phase 4	0.9303857142857144	0.7425218820861678	0.8145232993197279	0.9207857142857142	0.8382046644252107	0.8746952380952381
CIDs00004943	approved	Phase 4	0.45557125	0.4121018600477395	0.558980744047619	0.499627524100745	0.696305072080697	0.7193166666666666
CIDs00004946	approved	Phase 4	0.2313438672872269	0.874386870377886	0.3601554501488095	0.5914707941478968	0.823927109825938	0.770421875
CIDs00004947	unapproved	Phase 1	0.3158783324783325	0.2627536113286114	0.4131159802659802	0.2852454174204175	0.2733711074755193	0.4955555126555127
CIDs00004976	approved	Phase 4	0.3547432432432432	0.4736327985827985	0.8257219916344917	0.1278851351351351	0.7061713911463912	0.8924054054054054
CIDs00004991	approved	Phase 4	0.7831527777777778	0.5570868110670194	0.5886924603174603	0.9937511574074074	0.6913197806223202	0.6544878306878307
CIDs00004992	approved	Phase 4	0.999941176470588	0.7656862453314659	0.8282422910830999	0.5776946953781513	0.747103485405886	0.8669705882352942
CIDs00004993	approved	Phase 4	0.4721604938271606	0.4119320987654321	0.7343813639035862	0.906279923574368	0.5502933813443073	0.6045355967078189
CIDs00004996	unapproved	Phase 1	0.4989915966386555	0.0250536287242169	0.6953262304921968	0.0530142290249433	0.0213603904032475	0.3415462184873949
CIDs00004999	approved	Phase 4	0.3994656746031746	0.566150612893597	0.7406783564814815	0.5168611111111111	0.8688312951572755	0.7726944444444445
CIDs00005002	approved	Phase 4	0.775581081081081	0.7894984073359073	0.3782527027027027	0.1565626662376662	0.8502648005148006	0.5814054054054054
CIDs00005029	approved	Phase 4	0.3679916028097062	0.6171969491396215	0.3381340722495894	0.7703644283558077	0.6993361519706348	0.4900114942528735
CIDs00005035	approved	Phase 4	0.9269137931034483	0.715968657635468	0.0801206896551724	0.7426463054187192	0.7750152298850574	0.3962758620689655
CIDs00005042	unapproved	Phase 3	0.4012442945157567	0.4618455188679245	0.2163548742138364	0.0900283018867924	0.6659120507637017	0.3402547169811321
CIDs00005054	approved	Phase 4	0.8900279069767442	0.8636744186046511	0.7739452380952382	0.805499031007752	0.5245833274821102	0.6376511627906977
CIDs00005070	approved	Phase 4	0.6624594594594594	0.3737468079868815	0.6073940476190476	0.8698955691080691	0.5008343522093522	0.6198286786786786
CIDs00005073	approved	Phase 4	0.3972261904761904	0.8276028156037085	0.2684049603174603	0.7714131472033257	0.8462158579846081	0.5812738095238095
CIDs00005074	unapproved	Phase 2	0.4678111111111111	0.2268926918143584	0.1788311111111111	0.337945	0.6299573081821095	0.4032666666666666
CIDs00005078	approved	Phase 4	0.8763055555555556	0.7488987777777778	0.4534005978835979	0.3458313862433862	0.5648407667402852	0.5432177777777778
CIDs00005090	approved	Phase 4	0.5620883301657692	0.629420350516692	0.7173750580720093	0.5038716802168022	0.4547016702642797	0.6117508130081301
CIDs00005092	unapproved	Phase 2	0.8384583333333334	0.9669290336110647	0.7125453207671958	0.99734375	0.7502395709325397	0.7783125000000001
CIDs00005095	approved	Phase 4	0.9025673911736412	0.730376392671482	0.623264914021164	0.4647854875283447	0.8511132035623108	0.7938968253968254
CIDs00005143	unapproved	Phase 3	0.6395466666666667	0.6584739947683036	0.5858689365079365	0.4049470540007378	0.645995081113331	0.6684792261904762
CIDs00005152	approved	Phase 4	0.4951298701298701	0.6693207534528963	0.5639017625231911	0.9947209338280768	0.7761297445339653	0.5994935064935065
CIDs00005160	unapproved	Phase 3	0.2903175627240144	0.6714111537805086	0.4132519713261649	0.931505376344086	0.7756158511291577	0.6015232974910395
CIDs00005161	approved	Phase 4	0.4262168674698794	0.6248294511378849	0.7203346242111303	0.3811084337349397	0.4865874877917578	0.7712606425702812
CIDs00005193	approved	Phase 4	0.9623225806451612	0.4331011520737327	0.8800048387096774	0.580758064516129	0.6068231387787839	0.8629704301075268
CIDs00005202	unapproved	Phase 3	0.988006211532232	0.70085875439753	0.4861784863945578	0.0962551020408163	0.6234506656057274	0.5717221088435375
CIDs00005206	approved	Phase 4	0.0654605263157895	0.6835254385964912	0.885736377401838	0.9455	0.8239739348370927	0.8070576754385964
CIDs00005210	approved	Phase 4	0.4817532467532467	0.4582713358070501	0.6192787878787879	0.4883415584415584	0.7570185204946569	0.7110199134199134
CIDs00005212	approved	Phase 4	0.2098647584240177	0.8497499652953356	0.2981588477366255	0.8448024691358025	0.821411171441727	0.601
CIDs00005215	approved	Phase 4	0.2242705882352941	0.2529375880981763	0.9383148646125118	0.010476806722689	0.2999039554236613	0.5913596825396825
CIDs00005245	approved	Phase 4	0.5374533333333333	0.1810533333333333	0.4469971746031745	0.1972495925925926	0.2131883174603174	0.3926711111111111
CIDs00005253	approved	Phase 4	0.4034480257936508	0.8162513212481963	0.7062346130952382	0.922675	0.9347761771561772	0.855194375
CIDs00005281	unapproved	Phase 1	0.8267628865979382	0.6645300441826215	0.4912607388316151	0.9324536082474226	0.7190052249297094	0.5867113402061855
CIDs00005314	approved	Phase 4	0.3999166666666667	0.7999456965488215	0.7183479883156967	0.9433250496031746	0.939718160008111	0.760013888888889
CIDs00005319	approved	Phase 4	0.8412727272727274	0.5902224644403216	0.8679857761286334	0.6043050964187328	0.217267776595866	0.3987142857142857
CIDs00005320	approved	Phase 4	0.806765625	0.5408445340683622	0.7505183841765873	0.7783176967130092	0.3575120441624348	0.4875253348214285
CIDs00005327	approved	Phase 4	0.6663370786516855	0.5444266550553066	0.9131604868913856	0.0181235955056179	0.5724488050650972	0.7415035580524344
CIDs00005329	approved	Phase 4	0.5379137931034483	0.5815487068965517	0.9584757799671592	0.0686353653530377	0.5579739342314773	0.8291882183908046
CIDs00005333	approved	Phase 4	0.5050476190476191	0.3834263227513227	0.5923121031746031	0.7147261904761905	0.6807243905895691	0.601158914399093
CIDs00005335	approved	Phase 4	0.246379746835443	0.1489298824593128	0.579587447257384	0.1227311332127787	0.4958904645635658	0.6104972573839663
CIDs00005336	approved	Phase 4	0.981537313432836	0.4166491352760009	0.8788714404169629	0.6909303482587065	0.5152162460128681	0.759460696517413
CIDs00005340	approved	Phase 4	0.9950977272727272	0.8219079074019415	0.9426679924242424	0.704157196969697	0.3661212278815858	0.7066136363636364
CIDs00005342	approved	Phase 4	0.7576506024096386	0.7206746766285923	0.2414150315547905	0.5008102409638554	0.754382214572576	0.6186746987951808
CIDs00005344	approved	Phase 4	0.6736195652173913	0.6005475284679089	0.9271009316770188	0.6909891304347826	0.5729691011317366	0.7571684782608695
CIDs00005350	unapproved	Phase 3	0.5073925233644859	0.8424636107402462	0.5128282153983088	0.9971108144192256	0.3827471962616822	0.4164657320872274
CIDs00005351	approved	Phase 4	0.4242716049382716	0.3346244855967078	0.4263037477954144	0.9348985895952672	0.3219357712800795	0.3544074074074074
CIDs00005355	approved	Phase 4	0.014030303030303	0.5675333333333333	0.2833863636363636	0.6382727272727272	0.6580596314880406	0.5947247474747475
CIDs00005356	approved	Phase 4	0.9024645333640124	0.3096904483412304	0.8217154431216931	0.8365564814814815	0.5137754463353409	0.7054166666666667
CIDs00005359	approved	Phase 4	0.5836753246753247	0.8045977764659583	0.8611208874458874	0.9641504329004328	0.7864221074019776	0.8814887445887446
CIDs00005379	approved	Phase 4	0.1163714285714285	0.4930285714285714	0.4265105102040816	0.9947857142857144	0.2422534013605442	0.3740404761904762
CIDs00005381	approved	Phase 4	0.8709168888888889	0.6999947301587301	0.6236830514670515	0.6609428152958152	0.1845273756613756	0.5122666666666666
CIDs00005387	unapproved	Phase 1	0.5672748854421933	0.3265811432394765	0.2870779609279609	0.2010504884004884	0.7910259546834902	0.3665811965811966
CIDs00005391	approved	Phase 4	0.8016493506493507	0.357423383470786	0.873508719851577	0.994181818181818	0.8276712892860048	0.9124285714285716
CIDs00005401	approved	Phase 4	0.9672058823529412	0.8572712373002814	0.5808959033613446	0.905029411764706	0.6891158179107033	0.6726421568627451
CIDs00005403	approved	Phase 4	0.8576613821138211	0.2649080208200456	0.8672877322880372	0.0166585365853658	0.7141883053639331	0.8363170731707318
CIDs00005405	approved	Phase 4	0.6100641025641026	0.5110299297924298	0.3177695512820512	0.9739615384615384	0.7622532834760479	0.5460128205128205
CIDs00005411	approved	Phase 4	0.0444022988505747	0.5112528735632184	0.7742851806239738	0.5433188697318008	0.6523881072631073	0.8339607279693486
CIDs00005419	approved	Phase 4	0.7594108357778301	0.6977542833882722	0.402287595862315	0.3556966292134831	0.5030011280542179	0.6017226056714821
CIDs00005426	approved	Phase 4	0.3010349144345238	0.4156328869047619	0.5978314360119048	0.5981682291666667	0.7590500326930014	0.6766810267857143
CIDs00005429	unapproved	Phase 3	0.1634301075268817	0.3786451612903225	0.6259658346134153	0.2515703362348523	0.7538896783025816	0.5955985663082437
CIDs00005437	unapproved	Phase 3	0.1775025774754346	0.1213887301587301	0.4657085752078609	0.1948665405229694	0.0836188966588966	0.4406936507936507
CIDs00005440	approved	Phase 4	0.9347559218559218	0.7147318376068376	0.726257208994709	0.7315769230769231	0.8850235556110556	0.6992692307692308
CIDs00005452	approved	Phase 4	0.8731282051282051	0.9424793956043956	0.746417272079772	0.7536538461538462	0.9061949023199024	0.7966410256410256
CIDs00005467	unapproved	Phase 3	0.2721780465949821	0.6026250896057348	0.5748804787506401	0.1621720430107527	0.6947614297888492	0.610805734767025
CIDs00005468	approved	Phase 4	0.2466452610787906	0.4462033299380358	0.8636647619047619	0.9987625006366182	0.7726305017205018	0.9086858823529412
CIDs00005472	approved	Phase 4	0.9547977528089888	0.6399822097378277	0.328260353130016	0.9979325842696628	0.8782552008852571	0.6516966292134831
CIDs00005479	approved	Phase 4	0.7770283333333333	0.7940989583333333	0.618045119047619	0.9520530023448772	0.8106511223427308	0.6295922321428572
CIDs00005480	unapproved	Phase 3	0.3211658477633478	0.4479252882395382	0.4814957738095238	0.5333168332778334	0.4497102278416028	0.6061331666666667
CIDs00005482	approved	Phase 4	0.4845441430580672	0.5405051788225841	0.6299506329113924	0.3995408065914396	0.5483434055044816	0.5612088607594937
CIDs00005503	approved	Phase 4	0.2191	0.7199476799242424	0.7275666716269841	0.652675	0.6571142228074214	0.7359825
CIDs00005505	approved	Phase 4	0.6366715090867265	0.522413768115942	0.7826746376811594	0.1847391304347826	0.7585396865519628	0.8415724637681159
CIDs00005508	approved	Phase 4	0.0017725609756097	0.6745913066946604	0.8205445218737902	0.3515101771196283	0.5275747648692771	0.6203780487804879
CIDs00005510	approved	Phase 4	0.8657062220071594	0.8208320684523809	0.7298789583333333	0.708475	0.8793120932539683	0.8304874999999999
CIDs00005511	unapproved	Phase 3	0.2592542125097125	0.1957704246031746	0.5632175317460317	0.273635	0.1312049743867243	0.2472533333333333
